['facebook/bart-large-mnli_TREC-perturbed-char-insertion_score'],['facebook/bart-large-mnli_TREC-perturbed-char-insertion_label']
0.5764269232749939,positive
0.5518853664398193,positive
0.8153846859931946,negative
0.9570138454437256,positive
0.9602217078208923,negative
0.9909409880638123,negative
0.9804992079734802,positive
0.9972675442695618,negative
0.9797566533088684,negative
0.7705415487289429,negative
0.9885537028312683,negative
0.6858925223350525,negative
0.9144188165664673,positive
0.9863842725753784,positive
0.9775122404098511,negative
0.9329723715782166,negative
0.9789425730705261,negative
0.8360974192619324,positive
0.9552398324012756,negative
0.9939326643943787,positive
0.6139121651649475,positive
0.7163368463516235,positive
0.9906845688819885,positive
0.9612182974815369,negative
0.9854811429977417,negative
0.9877687096595764,positive
0.9966580271720886,positive
0.989292562007904,negative
0.9573770761489868,negative
0.552932620048523,positive
0.8427405953407288,negative
0.9945412874221802,negative
0.9329760670661926,negative
0.9512444734573364,negative
0.9957038760185242,negative
0.9971054196357727,positive
0.5044894814491272,positive
0.9729935526847839,negative
0.9750044345855713,negative
0.9926352500915527,positive
0.7280958294868469,negative
0.9921294450759888,negative
0.9950687885284424,negative
0.9783677458763123,positive
0.972585141658783,negative
0.9141594171524048,negative
0.8705639839172363,positive
0.9967732429504395,positive
0.9886637926101685,positive
0.9600650072097778,positive
0.9872224926948547,negative
0.5314828157424927,positive
0.9956821203231812,negative
0.9853948950767517,positive
0.9725145697593689,negative
0.8485795259475708,negative
0.7228119969367981,positive
0.932482898235321,negative
0.9822831749916077,negative
0.8384010791778564,negative
0.9488201141357422,negative
0.8713165521621704,positive
0.9393743276596069,negative
0.6620372533798218,negative
0.9923039674758911,negative
0.9949084520339966,positive
0.9874465465545654,positive
0.9868090152740479,positive
0.9508932828903198,positive
0.5207288265228271,negative
0.7920852303504944,negative
0.9395309686660767,positive
0.9485682845115662,positive
0.9258620142936707,negative
0.9935359954833984,negative
0.9945364594459534,negative
0.9922521710395813,positive
0.9870036840438843,negative
0.9957886338233948,negative
0.976444661617279,negative
0.768650233745575,positive
0.8998860716819763,negative
0.9918195605278015,positive
0.7215171456336975,positive
0.9569899439811707,positive
0.9965065121650696,negative
0.9125837683677673,negative
0.9859732985496521,negative
0.9909651279449463,positive
0.9679358601570129,positive
0.5010629892349243,positive
0.8327438831329346,positive
0.5448241829872131,positive
0.5057520270347595,positive
0.9965811967849731,negative
0.9891003370285034,positive
0.9682457447052002,negative
0.6122534275054932,negative
0.7705088257789612,positive
0.9781126379966736,negative
0.7797300815582275,negative
0.9418523907661438,positive
0.9904013276100159,positive
0.9971978068351746,positive
0.9923017024993896,positive
0.9359930157661438,negative
0.9919549822807312,negative
0.9848470687866211,positive
0.9410436153411865,negative
0.9902377724647522,negative
0.8035193085670471,negative
0.928138017654419,negative
0.9485973119735718,positive
0.9310254454612732,positive
0.940385639667511,negative
0.8125562071800232,negative
0.9701202511787415,positive
0.6809256076812744,positive
0.9974425435066223,negative
0.9913069605827332,positive
0.9117111563682556,positive
0.7023614645004272,negative
0.9879041314125061,positive
0.9958789944648743,negative
0.9896033406257629,positive
0.8914223313331604,positive
0.8684979677200317,negative
0.9493277668952942,negative
0.8787334561347961,positive
0.9398032426834106,negative
0.9906295537948608,negative
0.8851478695869446,positive
0.8539255857467651,negative
0.5509988069534302,positive
0.9813683032989502,negative
0.9753826260566711,negative
0.5491237044334412,positive
0.9271926283836365,positive
0.877236545085907,negative
0.9955730438232422,negative
0.9724142551422119,negative
0.9951940774917603,positive
0.9605255722999573,positive
0.5062035918235779,positive
0.9828000664710999,negative
0.868424117565155,positive
0.8912412524223328,negative
0.9615398645401001,positive
0.9851619601249695,negative
0.9933316111564636,positive
0.9343542456626892,positive
0.9876802563667297,negative
0.9774649143218994,negative
0.9828004240989685,negative
0.9774661064147949,negative
0.9453190565109253,negative
0.8925750851631165,positive
0.9856643676757812,negative
0.8528034687042236,positive
0.996660053730011,negative
0.9438865184783936,positive
0.5730034112930298,negative
0.9768117070198059,negative
0.9126469492912292,negative
0.9881471991539001,negative
0.9499411582946777,negative
0.9751335978507996,negative
0.9515767097473145,positive
0.9961339831352234,negative
0.9881226420402527,negative
0.877834141254425,negative
0.9849033951759338,negative
0.9784193634986877,positive
0.9805353283882141,positive
0.9790552258491516,positive
0.5719377994537354,negative
0.6643068790435791,negative
0.9929724931716919,positive
0.9898998737335205,negative
0.646134614944458,negative
0.9958401918411255,positive
0.9039671421051025,negative
0.9765438437461853,negative
0.9815887808799744,positive
0.9738635420799255,positive
0.9889796376228333,positive
0.9695632457733154,positive
0.9223679304122925,positive
0.8614695072174072,negative
0.8331552743911743,negative
0.990426242351532,positive
0.9852862358093262,positive
0.9820665121078491,negative
0.956628680229187,negative
0.7232814431190491,negative
0.9134330153465271,negative
0.8888103365898132,positive
0.8013699650764465,negative
0.7483953833580017,positive
0.9966915845870972,positive
0.9968636631965637,positive
0.9958606362342834,positive
0.9416068196296692,negative
0.9910443425178528,positive
0.8997098207473755,positive
0.8405923247337341,positive
0.9931025505065918,positive
0.8065547943115234,negative
0.9981017708778381,positive
0.5254626274108887,negative
0.9797264933586121,positive
0.9822615385055542,positive
0.9959216713905334,negative
0.985148549079895,positive
0.9942775368690491,positive
0.9952589869499207,negative
0.9925034046173096,negative
0.985014796257019,positive
0.8767117857933044,negative
0.8246996402740479,positive
0.9797496199607849,negative
0.9763830900192261,negative
0.6666842699050903,negative
0.951583743095398,positive
0.9946345090866089,positive
0.9908104538917542,negative
0.9975342154502869,negative
0.9552015066146851,negative
0.7966063022613525,positive
0.9523386359214783,positive
0.9823676347732544,positive
0.9891452193260193,positive
0.9944614768028259,negative
0.9843573570251465,positive
0.9921473860740662,negative
0.9900805354118347,negative
0.9825237989425659,positive
0.9951798915863037,negative
0.9330053925514221,positive
0.9688159227371216,negative
0.9969576001167297,negative
0.9475148916244507,positive
0.9948773384094238,positive
0.9971824288368225,negative
0.9649043679237366,negative
0.731598973274231,negative
0.9881811738014221,negative
0.9374116659164429,negative
0.9704318046569824,positive
0.5360811948776245,positive
0.9932803511619568,positive
0.9713753461837769,negative
0.9888328909873962,negative
0.9805351495742798,negative
0.9750829935073853,negative
0.5141032934188843,positive
0.9900362491607666,positive
0.996921181678772,positive
0.9644628763198853,negative
0.8906461596488953,negative
0.9767892360687256,negative
0.9785199761390686,negative
0.9528717994689941,negative
0.9971681833267212,positive
0.9699205160140991,positive
0.9955970644950867,negative
0.8877434730529785,positive
0.822970986366272,negative
0.951621949672699,positive
0.9924651384353638,positive
0.9919700622558594,negative
0.960785448551178,negative
0.8777875304222107,negative
0.9329649806022644,negative
0.991209089756012,negative
0.9556443095207214,negative
0.7932121753692627,negative
0.9934070110321045,negative
0.9395965337753296,positive
0.9053508043289185,negative
0.9952519536018372,positive
0.9450465440750122,negative
0.9692502617835999,negative
0.8549781441688538,negative
0.7083145976066589,positive
0.8035512566566467,positive
0.951012372970581,positive
0.9691673517227173,negative
0.9700965881347656,negative
0.9925883412361145,negative
0.9839401245117188,positive
0.6470525860786438,negative
0.9966302514076233,negative
0.9887762069702148,positive
0.9950127005577087,positive
0.875731885433197,positive
0.5839492082595825,positive
0.9951934814453125,positive
0.8270646929740906,negative
0.9511522650718689,negative
0.9951624870300293,negative
0.9912647008895874,positive
0.528030514717102,positive
0.5635016560554504,positive
0.9977082014083862,negative
0.9604599475860596,negative
0.9975584745407104,negative
0.9254350662231445,negative
0.8868847489356995,negative
0.9872125387191772,negative
0.9825068116188049,negative
0.996260404586792,positive
0.9943229556083679,positive
0.8033536076545715,negative
0.6217195391654968,positive
0.5599184036254883,positive
0.967719554901123,negative
0.5360490083694458,negative
0.9464018940925598,positive
0.9016648530960083,negative
0.9106641411781311,negative
0.9809019565582275,positive
0.9547341465950012,negative
0.9856366515159607,positive
0.8334622383117676,positive
0.9817689061164856,positive
0.9902117848396301,negative
0.9932147860527039,positive
0.9744933247566223,negative
0.9840449690818787,negative
0.9623530507087708,positive
0.9608609080314636,negative
0.9655200242996216,positive
0.9961785078048706,negative
0.9647777676582336,positive
0.9911139607429504,positive
0.9885380268096924,positive
0.5153845548629761,negative
0.9682350158691406,negative
0.9787439107894897,negative
0.9960372447967529,positive
0.9218025803565979,negative
0.8853176832199097,positive
0.6090700030326843,positive
0.8558873534202576,positive
0.7427864670753479,negative
0.6130739450454712,positive
0.845148503780365,positive
0.9934092164039612,positive
0.9685829281806946,negative
0.8802616596221924,positive
0.9026021957397461,negative
0.9668009877204895,positive
0.9390342831611633,negative
0.9944754838943481,positive
0.502354621887207,negative
0.9326298832893372,positive
0.945167064666748,positive
0.9906168580055237,negative
0.9434950947761536,positive
0.980362594127655,negative
0.8899968266487122,negative
0.8929323554039001,negative
0.992485523223877,positive
0.8481810092926025,negative
0.9841775894165039,positive
0.9975191354751587,negative
0.9660061001777649,positive
0.9875365495681763,negative
0.8735212087631226,positive
0.9753945469856262,positive
0.9896436333656311,negative
0.9212980270385742,positive
0.949654757976532,negative
0.5258123278617859,negative
0.825692355632782,negative
0.9849501848220825,positive
0.9201180934906006,positive
0.8901510238647461,negative
0.9475457668304443,positive
0.8734859824180603,negative
0.5975362062454224,negative
0.5066405534744263,positive
0.9853847026824951,negative
0.981034517288208,negative
0.9950839877128601,positive
0.9963192939758301,negative
0.9963130354881287,negative
0.9894290566444397,negative
0.9896103739738464,positive
0.6094102263450623,positive
0.7331419587135315,negative
0.8458856344223022,positive
0.9229093790054321,positive
0.9924921989440918,negative
0.9779177904129028,positive
0.8364711999893188,positive
0.989467203617096,negative
0.5967267155647278,negative
0.9957112073898315,negative
0.9936014413833618,negative
0.9970400929450989,positive
0.8167371153831482,positive
0.903043806552887,positive
0.7426246404647827,negative
0.9907695651054382,positive
0.5142166018486023,positive
0.968783974647522,positive
0.7519434690475464,positive
0.9844321012496948,negative
0.7751984596252441,negative
0.5491531491279602,negative
0.9438276886940002,negative
0.8613685369491577,negative
0.8491680026054382,negative
0.9406035542488098,positive
0.6552757024765015,negative
0.9849632382392883,positive
0.993951678276062,negative
0.9361292719841003,negative
0.9405452013015747,positive
0.995106041431427,positive
0.9873355627059937,positive
0.9798474907875061,negative
0.719652533531189,positive
0.8026801347732544,negative
0.9928207397460938,negative
0.7691027522087097,positive
0.884039044380188,negative
0.5419208407402039,negative
0.9961615204811096,positive
0.9942271709442139,positive
0.7274467349052429,positive
0.9971737265586853,negative
0.6256049275398254,negative
0.9951745867729187,negative
0.946028470993042,negative
0.6382716298103333,positive
0.9732763767242432,positive
0.9357271194458008,negative
0.9538475275039673,negative
0.9412404894828796,negative
0.892561674118042,negative
0.8519880771636963,negative
0.8954519033432007,negative
0.9071205258369446,positive
0.9951876997947693,negative
0.9871079325675964,negative
0.9655426740646362,negative
0.9491177201271057,negative
0.9740201234817505,positive
0.9922345876693726,negative
0.9860003590583801,negative
0.9910304546356201,negative
0.8199392557144165,positive
0.5235329270362854,positive
0.9398028254508972,negative
0.99135422706604,negative
0.8391766548156738,negative
0.9874457716941833,negative
0.9050034880638123,positive
0.9368197321891785,negative
0.9970173239707947,positive
0.98078852891922,negative
0.9529262185096741,positive
0.9115549921989441,negative
0.9965274930000305,positive
0.550858199596405,negative
0.9634886980056763,negative
0.7319351434707642,negative
0.9930127263069153,positive
0.9971942901611328,negative
0.7173388004302979,negative
0.9963964223861694,negative
0.8115228414535522,positive
0.5616269111633301,negative
0.9071014523506165,negative
0.9856194257736206,negative
0.8202409148216248,negative
0.9414564967155457,negative
0.5618801712989807,negative
0.8579548001289368,negative
0.8962865471839905,negative
0.9906449317932129,negative
0.972649872303009,negative
0.7448779940605164,positive
0.6142754554748535,positive
0.9606360197067261,negative
0.9819759726524353,negative
0.9863467812538147,negative
0.9841486811637878,positive
0.9920378923416138,positive
0.92388516664505,negative
0.8928043842315674,negative
0.9559350609779358,negative
0.9969512820243835,negative
0.9952521920204163,negative
0.9770198464393616,negative
0.9946094155311584,negative
0.8805121183395386,positive
0.9924930930137634,positive
0.9833206534385681,negative
0.9303144812583923,positive
0.9981445670127869,negative
0.6603266000747681,negative
0.9668121933937073,positive
0.5654366612434387,negative
0.9681251645088196,negative
0.992662787437439,positive
0.9326789379119873,negative
0.980048656463623,positive
0.9589056372642517,negative
0.9424912333488464,negative
0.9595686197280884,positive
0.9854393005371094,negative
0.8939729928970337,negative
0.9977278709411621,negative
0.9636626839637756,negative
0.7811511754989624,positive
0.8682116866111755,positive
0.9559994339942932,positive
0.9851832389831543,positive
0.9960103034973145,positive
0.9403100609779358,positive
0.6881752014160156,negative
0.9944949746131897,positive
0.9926272630691528,negative
0.9735011458396912,positive
0.7924631834030151,negative
0.9933611154556274,negative
0.9960435628890991,positive
0.9774504899978638,negative
0.6725559234619141,negative
0.9932437539100647,positive
0.6870054602622986,positive
0.9811369776725769,positive
0.9850319623947144,negative
0.9379904270172119,positive
0.9133344888687134,positive
0.9932442307472229,negative
0.8147034049034119,positive
0.8063133358955383,positive
0.9581352472305298,negative
0.7662651538848877,negative
0.9872803688049316,negative
0.9784303903579712,negative
0.9764561653137207,negative
0.9987480640411377,negative
0.9938842058181763,negative
0.972140908241272,negative
0.9923856258392334,negative
0.9882434606552124,negative
0.9842256307601929,positive
0.9499490857124329,positive
0.9559359550476074,negative
0.5384001135826111,negative
0.9581475853919983,negative
0.9974935054779053,positive
0.6853086948394775,negative
0.9922023415565491,negative
0.7402122020721436,negative
0.9592669606208801,positive
0.593099057674408,positive
0.9851998686790466,positive
0.7139378190040588,positive
0.9670112729072571,negative
0.8776595592498779,positive
0.8909887671470642,negative
0.9695948958396912,positive
0.9657865166664124,negative
0.9261711835861206,negative
0.812724232673645,positive
0.7378949522972107,negative
0.9939447641372681,negative
0.749641478061676,negative
0.98411625623703,positive
0.7614269256591797,positive
0.8757913708686829,positive
0.9953022599220276,negative
0.9928258657455444,negative
0.5630777478218079,negative
0.6834658980369568,negative
0.9341083765029907,negative
0.9908962249755859,positive
0.99074387550354,negative
0.9902687668800354,negative
0.6810126304626465,negative
0.9979367256164551,negative
0.9919362664222717,negative
0.8580456972122192,positive
0.9976432919502258,negative
0.9691850543022156,negative
0.5145928859710693,negative
0.8123689889907837,positive
0.6430107355117798,positive
0.9922078847885132,positive
0.6419900059700012,positive
0.6272078156471252,negative
0.9874945878982544,negative
0.9687345027923584,negative
0.9831116795539856,negative
0.9381948709487915,negative
0.9966936111450195,negative
0.8044600486755371,negative
0.9776610136032104,negative
0.9940369725227356,positive
0.9504771828651428,negative
0.854973554611206,negative
0.9929885864257812,negative
0.9948288798332214,negative
0.9797437787055969,negative
0.9874924421310425,positive
0.9938102960586548,negative
0.9860484600067139,negative
0.9882799386978149,positive
0.9959720969200134,positive
0.9888269305229187,negative
0.976740837097168,positive
0.8968431949615479,negative
0.9890546202659607,negative
0.991997480392456,positive
0.8380758166313171,negative
0.9884446859359741,positive
0.988737940788269,positive
0.997136116027832,negative
0.9458985328674316,positive
0.992727518081665,positive
0.9970426559448242,negative
0.9467609524726868,negative
0.9906342625617981,negative
0.9921518564224243,negative
0.9152830839157104,negative
0.6594350934028625,negative
0.9222576022148132,negative
0.7044286131858826,positive
0.9387127757072449,positive
0.9478585124015808,positive
0.5902877449989319,positive
0.6670013666152954,positive
0.7613116502761841,positive
0.9805243611335754,negative
0.6332252621650696,negative
0.9895391464233398,negative
0.947114109992981,positive
0.6629584431648254,positive
0.9635534882545471,negative
0.9579674005508423,negative
0.9879139065742493,negative
0.9186517000198364,negative
0.820196270942688,negative
0.9676654934883118,positive
0.9739707708358765,positive
0.9905996322631836,positive
0.8854580521583557,negative
0.9030989408493042,positive
0.9234572649002075,positive
0.9851731657981873,negative
0.9129878878593445,negative
0.9578977823257446,negative
0.9957281351089478,positive
0.9969637393951416,positive
0.7932002544403076,negative
0.8003411889076233,negative
0.8441155552864075,positive
0.8944789171218872,positive
0.6050004959106445,positive
0.9823628664016724,positive
0.8779680728912354,negative
0.9919302463531494,negative
0.5099987983703613,negative
0.8309162259101868,positive
0.9892615675926208,negative
0.9843590259552002,negative
0.9963739514350891,negative
0.6505778431892395,negative
0.9941553473472595,positive
0.9837135076522827,negative
0.664363443851471,negative
0.9556701183319092,negative
0.8992809653282166,negative
0.7779110670089722,positive
0.9840322136878967,positive
0.8916706442832947,positive
0.9812282919883728,negative
0.9876214861869812,negative
0.9793994426727295,positive
0.959784984588623,negative
0.5949531197547913,positive
0.503092348575592,positive
0.9963950514793396,positive
0.7011385560035706,positive
0.9909876585006714,positive
0.9938649535179138,negative
0.9750751256942749,positive
0.9918112754821777,negative
0.9675589799880981,negative
0.9939092397689819,positive
