['facebook/bart-large-mnli_TREC-perturbed-word-repetition_score'],['facebook/bart-large-mnli_TREC-perturbed-word-repetition_label']
0.9934418797492981,positive
0.9901761412620544,negative
0.9896733164787292,negative
0.9760552048683167,positive
0.9963345527648926,negative
0.9410699605941772,positive
0.9742996096611023,negative
0.9972171783447266,negative
0.8709486126899719,positive
0.9948932528495789,positive
0.9971858263015747,negative
0.9683602452278137,negative
0.9984772801399231,negative
0.9877180457115173,negative
0.9506769180297852,negative
0.9451911449432373,positive
0.5366250276565552,positive
0.9902365207672119,positive
0.9738572239875793,negative
0.9851731657981873,negative
0.5552705526351929,positive
0.978463888168335,negative
0.8276975154876709,negative
0.9875126481056213,positive
0.9965022802352905,positive
0.9825828671455383,negative
0.8065535426139832,negative
0.9731753468513489,negative
0.974424421787262,negative
0.9649226069450378,negative
0.9973056316375732,positive
0.9842634797096252,positive
0.9972884058952332,negative
0.8915181756019592,positive
0.6067162156105042,negative
0.9653868079185486,positive
0.9940474629402161,positive
0.9918160438537598,negative
0.9588885307312012,negative
0.9126086831092834,negative
0.9881956577301025,negative
0.9932498335838318,negative
0.971019446849823,negative
0.7931628227233887,negative
0.9941263198852539,negative
0.9482670426368713,positive
0.8375170826911926,negative
0.9950695037841797,positive
0.9491362571716309,negative
0.9721685647964478,negative
0.7513325214385986,negative
0.6510263681411743,positive
0.711188554763794,positive
0.9625863432884216,positive
0.9630287289619446,negative
0.9754804968833923,negative
0.9826757907867432,negative
0.9974379539489746,positive
0.624790608882904,negative
0.9971315860748291,negative
0.9922841191291809,positive
0.9953235387802124,positive
0.951050341129303,positive
0.6546318531036377,positive
0.9950721859931946,positive
0.7349492311477661,negative
0.9514277577400208,negative
0.986998438835144,negative
0.9922214150428772,positive
0.560895562171936,negative
0.6657089591026306,positive
0.9970259070396423,negative
0.9394268989562988,negative
0.9975130558013916,negative
0.571112871170044,negative
0.9047755599021912,negative
0.9869136810302734,negative
0.9894919991493225,negative
0.9952476024627686,positive
0.9949276447296143,positive
0.7395572662353516,positive
0.6700387001037598,positive
0.5640921592712402,positive
0.9818705320358276,negative
0.96858149766922,negative
0.9535349607467651,positive
0.9178482890129089,negative
0.8036959767341614,negative
0.9958989024162292,positive
0.9623957872390747,negative
0.9841077923774719,positive
0.8764773607254028,positive
0.9878759980201721,positive
0.9916734099388123,negative
0.9925971627235413,positive
0.9800696969032288,negative
0.9818822145462036,negative
0.9505038261413574,positive
0.9684399366378784,negative
0.9662299752235413,positive
0.9954277276992798,negative
0.9842174053192139,positive
0.9894999861717224,positive
0.9925588965415955,positive
0.5282454490661621,negative
0.9768022894859314,negative
0.980819582939148,negative
0.9948180317878723,positive
0.8829845190048218,negative
0.9345902800559998,positive
0.5807368755340576,positive
0.8215939402580261,positive
0.8307610154151917,negative
0.9899933338165283,negative
0.7414129972457886,positive
0.9931074380874634,positive
0.9794427156448364,negative
0.9500824809074402,positive
0.9177922010421753,negative
0.9718787670135498,positive
0.9690308570861816,negative
0.9959625601768494,positive
0.5333450436592102,positive
0.9631878137588501,positive
0.9564250111579895,positive
0.9897868633270264,negative
0.9765086770057678,negative
0.975777804851532,negative
0.9292269945144653,negative
0.8425320386886597,negative
0.9948279857635498,positive
0.8339774012565613,negative
0.9910585880279541,positive
0.9974068999290466,negative
0.9729068279266357,positive
0.9862213134765625,negative
0.8986604809761047,positive
0.9844366312026978,positive
0.9951065182685852,negative
0.8935308456420898,positive
0.937006413936615,negative
0.5456109046936035,positive
0.7725166082382202,negative
0.989536702632904,positive
0.7088497281074524,positive
0.8883061408996582,negative
0.98492830991745,positive
0.8882128000259399,negative
0.5718135833740234,negative
0.8362445831298828,positive
0.9876923561096191,negative
0.9696826934814453,negative
0.9953019022941589,positive
0.6227837204933167,negative
0.9960412383079529,negative
0.9910071492195129,negative
0.9885928630828857,positive
0.9982287883758545,negative
0.6671035289764404,negative
0.6437073945999146,positive
0.9243685603141785,positive
0.9812100529670715,negative
0.9756937026977539,positive
0.8380670547485352,positive
0.9835301637649536,negative
0.6678043603897095,negative
0.9971972703933716,negative
0.9933107495307922,negative
0.9958118200302124,positive
0.7958032488822937,positive
0.8103479146957397,positive
0.7064024806022644,negative
0.989279568195343,positive
0.6064749956130981,negative
0.984068751335144,positive
0.7893778681755066,positive
0.9892427921295166,negative
0.735695481300354,negative
0.6209705471992493,positive
0.9738313555717468,negative
0.9096294641494751,negative
0.9143385887145996,negative
0.9886249303817749,positive
0.6880252361297607,negative
0.988274872303009,positive
0.9931997656822205,negative
0.9128345251083374,negative
0.9753590226173401,positive
0.9899351596832275,positive
0.9877230525016785,positive
0.9163318872451782,negative
0.9816340804100037,positive
0.8278706073760986,negative
0.9923363327980042,negative
0.7532235383987427,positive
0.9504030346870422,negative
0.7936807870864868,negative
0.9957619905471802,positive
0.9902359843254089,positive
0.5704858899116516,positive
0.9970723986625671,negative
0.6214974522590637,negative
0.9931445717811584,negative
0.9561723470687866,negative
0.7936605215072632,negative
0.979550838470459,positive
0.9604644179344177,negative
0.9514573812484741,negative
0.9338111281394958,negative
0.9200800657272339,negative
0.7404415607452393,positive
0.8586584329605103,negative
0.888275682926178,positive
0.9958133697509766,negative
0.9912331104278564,negative
0.9572697281837463,negative
0.9381445050239563,negative
0.9841889142990112,positive
0.9929816126823425,negative
0.9857406616210938,negative
0.9907627701759338,negative
0.8160275816917419,positive
0.5065709948539734,positive
0.8914843201637268,negative
0.9903841614723206,negative
0.8000332117080688,negative
0.9888933897018433,negative
0.9017046093940735,positive
0.9746572375297546,negative
0.9961678981781006,positive
0.9713330864906311,negative
0.9603624939918518,positive
0.9024752378463745,negative
0.9960371851921082,positive
0.5304458737373352,negative
0.9456608295440674,negative
0.9691299796104431,negative
0.9843214750289917,positive
0.996337890625,negative
0.893528401851654,negative
0.9962615370750427,negative
0.8871237635612488,positive
0.9812450408935547,negative
0.8823857307434082,negative
0.9782939553260803,negative
0.9947978258132935,negative
0.9727932214736938,negative
0.9239701628684998,negative
0.9410409927368164,negative
0.9198872447013855,negative
0.9897914528846741,negative
0.9871534109115601,negative
0.8493642807006836,positive
0.7702369689941406,positive
0.9767873287200928,negative
0.9980620741844177,negative
0.9846747517585754,negative
0.9861093163490295,positive
0.9937353730201721,positive
0.9481128454208374,negative
0.8517508506774902,negative
0.9822951555252075,negative
0.9970691204071045,negative
0.9972793459892273,negative
0.981157124042511,negative
0.9971732497215271,negative
0.9166702628135681,positive
0.9934793710708618,positive
0.9859920144081116,negative
0.9503504037857056,positive
0.9982836246490479,negative
0.990205705165863,positive
0.9544891119003296,positive
0.537063717842102,negative
0.9814820885658264,negative
0.993108332157135,positive
0.9375447630882263,negative
0.972095787525177,positive
0.9596142768859863,negative
0.8901097774505615,negative
0.96717369556427,positive
0.985199511051178,negative
0.9237441420555115,negative
0.9974472522735596,negative
0.9628631472587585,negative
0.945311963558197,positive
0.9397401809692383,positive
0.9680870175361633,positive
0.926342785358429,positive
0.9956822991371155,positive
0.9877670407295227,positive
0.9913787245750427,negative
0.9953809380531311,positive
0.9955713152885437,negative
0.9788183569908142,positive
0.7171810269355774,negative
0.9929386377334595,negative
0.9894775748252869,positive
0.9633634686470032,negative
0.6380161046981812,negative
0.9914873838424683,positive
0.6393206715583801,positive
0.9816076755523682,positive
0.9864723682403564,negative
0.9791635870933533,positive
0.9392586946487427,positive
0.9935785531997681,negative
0.8070226907730103,positive
0.9540883302688599,positive
0.9748463034629822,negative
0.7279039621353149,negative
0.9833482503890991,negative
0.9860242009162903,negative
0.9815956354141235,negative
0.997687816619873,negative
0.9936200976371765,negative
0.9986062049865723,negative
0.9930115342140198,negative
0.9882104396820068,negative
0.9752489328384399,positive
0.9647484421730042,positive
0.9446160197257996,negative
0.9874172210693359,positive
0.975111186504364,negative
0.9977322816848755,positive
0.745394766330719,negative
0.9835142493247986,negative
0.7092888951301575,negative
0.9691667556762695,positive
0.5601049661636353,positive
0.992404580116272,positive
0.9746916890144348,negative
0.9663081169128418,negative
0.8904561400413513,positive
0.9472790956497192,negative
0.9785432815551758,positive
0.9082897305488586,negative
0.9328382015228271,negative
0.9426727294921875,positive
0.9885915517807007,positive
0.9934457540512085,negative
0.7687491178512573,negative
0.976896345615387,positive
0.8002533316612244,positive
0.9811984300613403,positive
0.9518595933914185,negative
0.9927819967269897,negative
0.6080129742622375,negative
0.6881245970726013,negative
0.8552929162979126,positive
0.9930198192596436,positive
0.929096519947052,negative
0.9913123846054077,negative
0.5715508460998535,negative
0.998333752155304,negative
0.9943245649337769,negative
0.7606973648071289,positive
0.9975594282150269,negative
0.9680467247962952,negative
0.5368423461914062,negative
0.6329940557479858,positive
0.8768461346626282,positive
0.9903950691223145,positive
0.6192217469215393,positive
0.6759552955627441,negative
0.988102376461029,negative
0.9770858883857727,negative
0.9844073057174683,negative
0.9468046426773071,negative
0.9960823655128479,negative
0.7998384833335876,negative
0.9816643595695496,negative
0.9942752122879028,positive
0.9470565915107727,negative
0.9806159734725952,negative
0.9931492805480957,negative
0.9941028952598572,negative
0.9880810379981995,negative
0.9884130358695984,positive
0.9895052313804626,negative
0.9919226765632629,negative
0.9869359135627747,positive
0.995555579662323,positive
0.9898581504821777,negative
0.9680286049842834,positive
0.8584132790565491,negative
0.9866594076156616,negative
0.9910654425621033,positive
0.9093790054321289,negative
0.98586106300354,positive
0.9901448488235474,positive
0.9971051812171936,negative
0.9609177112579346,positive
0.9934974908828735,positive
0.9971730709075928,negative
0.9503492116928101,negative
0.9897843599319458,negative
0.9919716715812683,negative
0.9353299140930176,negative
0.6798844337463379,negative
0.9319475889205933,negative
0.7489121556282043,positive
0.9772807955741882,positive
0.9626379609107971,positive
0.5717785358428955,positive
0.927023708820343,positive
0.5743041634559631,positive
0.9716498851776123,negative
0.8671302795410156,positive
0.989250659942627,negative
0.9911923408508301,positive
0.8190561532974243,positive
0.9694531559944153,negative
0.957915186882019,negative
0.9888699650764465,negative
0.9355576038360596,negative
0.800599992275238,negative
0.958513617515564,positive
0.9703412652015686,positive
0.9674226641654968,positive
0.5826316475868225,negative
0.8286688923835754,positive
0.9431592226028442,positive
0.9880427122116089,negative
0.9376401901245117,negative
0.9639031887054443,negative
0.9958034753799438,positive
0.9965684413909912,positive
0.7719904184341431,negative
0.8623001575469971,negative
0.8428602814674377,positive
0.9759688973426819,positive
0.5971875190734863,positive
0.9799594283103943,positive
0.9110651016235352,negative
0.9951667189598083,negative
0.6227190494537354,negative
0.8163118362426758,positive
0.9901478290557861,negative
0.9718838930130005,negative
0.9983044266700745,negative
0.636028528213501,negative
0.9968760013580322,positive
0.9894322752952576,negative
0.6792514324188232,negative
0.9897338151931763,negative
0.9072946310043335,negative
0.653219997882843,positive
0.9837222099304199,positive
0.8664305806159973,positive
0.9796180725097656,negative
0.9687347412109375,negative
0.9891968965530396,positive
0.9641233086585999,negative
0.9940295219421387,negative
0.5145953893661499,negative
0.9773200154304504,positive
0.5673006176948547,negative
0.9922690987586975,positive
0.99348384141922,negative
0.9715988636016846,positive
0.9953760504722595,negative
0.9615395665168762,negative
0.9940702319145203,positive
