['facebook/bart-large-mnli_TREC-perturbed-word-ordering_score'],['facebook/bart-large-mnli_TREC-perturbed-word-ordering_label']
0.9688270092010498,positive
0.9798526763916016,negative
0.878752589225769,negative
0.9977768063545227,negative
0.8115483522415161,negative
0.8765693306922913,positive
0.5441194772720337,negative
0.7138502597808838,positive
0.9789172410964966,positive
0.9968210458755493,positive
0.9891620874404907,positive
0.9669665694236755,negative
0.9885189533233643,positive
0.9894022941589355,negative
0.913235604763031,positive
0.8719039559364319,negative
0.9914951920509338,negative
0.9881883859634399,positive
0.9772056341171265,negative
0.8586918115615845,negative
0.9705454111099243,positive
0.5123170018196106,positive
0.9784901738166809,positive
0.9798189997673035,negative
0.9872637987136841,positive
0.8076937198638916,positive
0.9911973476409912,negative
0.6608278155326843,negative
0.6674817800521851,positive
0.6017246842384338,positive
0.896623432636261,negative
0.9902732372283936,negative
0.9729325771331787,negative
0.9606642127037048,negative
0.9958038330078125,negative
0.9931923151016235,negative
0.9932243824005127,negative
0.9881967902183533,negative
0.9169747233390808,positive
0.98051917552948,positive
0.9672313928604126,negative
0.9894222617149353,positive
0.9837566614151001,negative
0.9971827268600464,positive
0.7988618612289429,negative
0.9717708230018616,negative
0.6577215194702148,negative
0.9275054335594177,positive
0.6062209010124207,positive
0.9401925802230835,positive
0.8944140672683716,negative
0.974190354347229,negative
0.9406294822692871,positive
0.8175044059753418,negative
0.6900274753570557,negative
0.8330830335617065,negative
0.9312913417816162,negative
0.9301645755767822,positive
0.9413885474205017,positive
0.9970436692237854,negative
0.8026189208030701,negative
0.8594199419021606,positive
0.8384019732475281,positive
0.9582815766334534,positive
0.8553438782691956,negative
0.5711788535118103,negative
0.8816916942596436,negative
0.6598766446113586,negative
0.7782599329948425,negative
0.9933871030807495,positive
0.9696086645126343,negative
0.7526482343673706,negative
0.6450362801551819,negative
0.9981425404548645,negative
0.9929340481758118,negative
0.5029455423355103,positive
0.9973265528678894,negative
0.9171507358551025,negative
0.5531013607978821,negative
0.79618239402771,positive
0.8635029792785645,negative
0.9888342618942261,positive
0.9177311062812805,positive
0.9554868340492249,negative
0.9329124093055725,negative
0.8391273617744446,negative
0.9683467149734497,negative
0.9471221566200256,negative
0.9874566197395325,negative
0.5711886882781982,negative
0.9903173446655273,negative
0.9931731820106506,positive
0.6582716703414917,negative
0.9807599782943726,negative
0.9760525822639465,negative
0.9944544434547424,negative
0.9861283898353577,negative
0.708649754524231,positive
0.9894972443580627,negative
0.9761378765106201,negative
0.9641954302787781,positive
0.9957692623138428,positive
0.9968898892402649,negative
0.5266560316085815,negative
0.6663015484809875,positive
0.9669411778450012,negative
0.9877954721450806,positive
0.9167503714561462,negative
0.9868407249450684,positive
0.9767055511474609,positive
0.9820243716239929,negative
0.6570509672164917,positive
0.9845327138900757,positive
0.9973778128623962,negative
0.8382269740104675,negative
0.9835259318351746,negative
0.9889762997627258,negative
0.9670534729957581,negative
0.5831884741783142,positive
0.9366075992584229,negative
0.7418074607849121,positive
0.9770001769065857,positive
0.9077332615852356,positive
0.5082159042358398,negative
0.8204357624053955,positive
0.9159016013145447,negative
0.9591856002807617,negative
0.8741508722305298,positive
0.9818034768104553,negative
0.9873688817024231,positive
0.8353216052055359,positive
0.9777724742889404,negative
0.9555239677429199,negative
0.9861827492713928,negative
0.8850885629653931,negative
0.8357964158058167,negative
0.6788309216499329,negative
0.9628317952156067,positive
0.9909873604774475,positive
0.5717819929122925,negative
0.8294927477836609,positive
0.9407329559326172,positive
0.9775997400283813,negative
0.9733116030693054,negative
0.9815292954444885,negative
0.9957008361816406,positive
0.9956900477409363,positive
0.916549801826477,negative
0.7252248525619507,positive
0.9577023983001709,positive
0.9422180652618408,positive
0.8489793539047241,negative
0.8716228008270264,positive
0.5305336713790894,negative
0.9916769862174988,negative
0.9646672606468201,positive
0.8705945014953613,positive
0.99189293384552,negative
0.9680413007736206,negative
0.8382684588432312,negative
0.6018783450126648,negative
0.9776768088340759,positive
0.8299182653427124,positive
0.9891967177391052,negative
0.9666415452957153,negative
0.8434920310974121,negative
0.6406967639923096,negative
0.9882313013076782,positive
0.8308103680610657,positive
0.9849705696105957,negative
0.9795612096786499,negative
0.9871266484260559,positive
0.9472517967224121,negative
0.9943578839302063,negative
0.6026936769485474,negative
0.9896841049194336,positive
0.9802586436271667,negative
0.9947470426559448,positive
0.9281165599822998,negative
0.9668505191802979,positive
0.9614126086235046,negative
0.9809510111808777,negative
0.9934898018836975,positive
0.9849705696105957,negative
0.6406967639923096,negative
0.8705945014953613,positive
