['facebook/bart-large-mnli_TREC_score'],['facebook/bart-large-mnli_TREC_label']
0.9465195536613464,positive
0.8534360527992249,negative
0.756244421005249,negative
0.9925496578216553,positive
0.9854921102523804,positive
0.5997803211212158,positive
0.9486589431762695,negative
0.8693405985832214,negative
0.9939529299736023,negative
0.9915443658828735,positive
0.9890332818031311,positive
0.8057315945625305,positive
0.988913893699646,positive
0.9964993000030518,positive
0.9939725399017334,positive
0.9236006140708923,negative
0.9950549006462097,positive
0.9508540630340576,positive
0.844534158706665,positive
0.996934711933136,positive
0.6639294028282166,negative
0.9979745745658875,positive
0.5249443650245667,negative
0.990216851234436,positive
0.9571780562400818,positive
0.9912874698638916,negative
0.9868214130401611,positive
0.9948422312736511,positive
0.9969087243080139,negative
0.989980936050415,negative
0.9808580279350281,positive
0.8020409941673279,negative
0.5740043520927429,negative
0.9811645150184631,negative
0.9798771142959595,negative
0.6834424734115601,negative
0.853797972202301,positive
0.994700014591217,positive
0.990509033203125,negative
0.9976621866226196,negative
0.9602431058883667,negative
0.8169482350349426,positive
0.9735097289085388,positive
0.9843132495880127,positive
0.9878911972045898,positive
0.9941954016685486,negative
0.9932880401611328,positive
0.987005352973938,negative
0.9908021092414856,negative
0.985419750213623,positive
0.9971445798873901,negative
0.9290775656700134,positive
0.9749602675437927,negative
0.9976751804351807,negative
0.8871790170669556,positive
0.9953147172927856,positive
0.9973145723342896,negative
0.9612948894500732,negative
0.9984347820281982,negative
0.9866725206375122,negative
0.9485212564468384,negative
0.9556881189346313,positive
0.5458205938339233,positive
0.9884847402572632,positive
0.9024735689163208,negative
0.9890740513801575,negative
0.5153751373291016,negative
0.9774560928344727,negative
0.8010125756263733,negative
0.9909980893135071,positive
0.9961602091789246,positive
0.9854751825332642,negative
0.8687911033630371,negative
0.981855034828186,negative
0.9727575182914734,negative
0.9594276547431946,negative
0.9973589181900024,positive
0.983020007610321,positive
0.9968193173408508,negative
0.921111524105072,positive
0.5464198589324951,negative
0.9589599967002869,positive
0.9943653345108032,positive
0.9923942685127258,negative
0.9624269604682922,negative
0.9339919090270996,negative
0.9874605536460876,negative
0.9934781789779663,negative
0.9710712432861328,negative
0.5258490443229675,negative
0.9944272041320801,negative
0.9510833621025085,positive
0.8580770492553711,negative
0.996208667755127,positive
0.95460045337677,negative
0.9767172932624817,negative
0.8259442448616028,negative
0.7460035085678101,positive
0.7196583151817322,positive
0.960291862487793,positive
0.9635277986526489,negative
0.977804958820343,negative
0.9874013066291809,negative
0.9975121021270752,positive
0.6370494961738586,negative
0.997115969657898,negative
0.9943513870239258,positive
0.9952004551887512,positive
0.9405167698860168,positive
0.6422075629234314,positive
0.9950580596923828,positive
0.720744788646698,negative
0.9095508456230164,negative
0.9891424179077148,negative
0.9912500977516174,positive
0.6052084565162659,negative
0.6339156627655029,positive
0.9968758821487427,negative
0.9458011984825134,negative
0.9974207878112793,negative
0.5713746547698975,negative
0.8688083291053772,negative
0.9856314063072205,negative
0.9876832962036133,negative
0.9961951971054077,positive
0.9942246079444885,positive
0.7524408102035522,positive
0.648053765296936,positive
0.5588508248329163,positive
0.9802529811859131,negative
0.9591774344444275,negative
0.9492822289466858,positive
0.9202519655227661,negative
0.8364942073822021,negative
0.9963482022285461,positive
0.9638837575912476,negative
0.9839520454406738,positive
0.867537796497345,positive
0.9890116453170776,positive
0.990886926651001,negative
0.9925156235694885,positive
0.9820870161056519,negative
0.976262092590332,negative
0.9370449781417847,positive
0.9623706936836243,negative
0.9735431671142578,positive
0.997610867023468,negative
0.9621917009353638,positive
0.9912105798721313,positive
0.993454098701477,positive
0.5321498513221741,negative
0.9764857888221741,negative
0.9825551509857178,negative
0.9953345060348511,positive
0.8955196142196655,negative
0.928153932094574,positive
0.6926092505455017,positive
0.8072803020477295,positive
0.8191014528274536,negative
0.9895103573799133,negative
0.8505041599273682,positive
0.9936400055885315,positive
0.9820326566696167,negative
0.9454656839370728,positive
0.897929310798645,negative
0.9731566309928894,positive
0.9572392702102661,negative
0.9959603548049927,positive
0.5398931503295898,positive
0.9446672201156616,positive
0.9506933093070984,positive
0.9905322194099426,negative
0.9925709962844849,negative
0.9800448417663574,negative
0.9223190546035767,negative
0.8459393382072449,negative
0.9945467114448547,positive
0.8032004833221436,negative
0.9925075173377991,positive
0.9974242448806763,negative
0.9802764058113098,positive
0.9870095252990723,negative
0.8600159287452698,positive
0.9859548807144165,positive
0.9948890209197998,negative
0.9384530186653137,positive
0.9490779042243958,negative
0.5124641060829163,positive
0.792069673538208,negative
0.9918675422668457,positive
0.7308626770973206,positive
0.896043062210083,negative
0.9878498911857605,positive
0.8921878337860107,negative
0.5228832960128784,negative
0.5711206793785095,positive
0.9884836077690125,negative
0.9858946800231934,negative
0.9948154091835022,positive
0.7822666168212891,negative
0.9956457614898682,negative
0.9921465516090393,negative
0.9907668828964233,positive
0.9986327886581421,negative
0.676236629486084,negative
0.7352198958396912,positive
0.9590873122215271,positive
0.981110692024231,negative
0.9770755171775818,positive
0.8323695659637451,positive
0.9898961186408997,negative
0.635310173034668,negative
0.9976705312728882,negative
0.9933719635009766,negative
0.9964318871498108,positive
0.8196886777877808,positive
0.8359875082969666,positive
0.7017679810523987,negative
0.9908059239387512,positive
0.5028009414672852,positive
0.9888084530830383,positive
0.8107292056083679,positive
0.9905660152435303,negative
0.7182044982910156,negative
0.5036636590957642,positive
0.9687274098396301,negative
0.9193708300590515,negative
0.9266267418861389,negative
0.9887798428535461,positive
0.7023738026618958,negative
0.9877840280532837,positive
0.9941061735153198,negative
0.9408287405967712,negative
0.9783517122268677,positive
0.9905635118484497,positive
0.9856518507003784,positive
0.8928253650665283,negative
0.9647889733314514,positive
0.8284594416618347,negative
0.9931439161300659,negative
0.8122557997703552,positive
0.9437718391418457,negative
0.809260904788971,negative
0.9953081607818604,positive
0.9922453165054321,positive
0.7769213914871216,positive
0.997035562992096,negative
0.6384589672088623,negative
0.9948147535324097,negative
0.9570390582084656,negative
0.5233633518218994,positive
0.9800699353218079,positive
0.9509928822517395,negative
0.9443418383598328,negative
0.9511966705322266,negative
0.9102418422698975,negative
0.5100294947624207,positive
0.8541148900985718,negative
0.8887064456939697,positive
0.995604932308197,negative
0.990592896938324,negative
0.9616655111312866,negative
0.9544652104377747,negative
0.985588788986206,positive
0.9950131773948669,negative
0.9870104789733887,negative
0.9912972450256348,negative
0.8793785572052002,positive
0.5237450003623962,positive
0.89668208360672,negative
0.9898194074630737,negative
0.803224503993988,negative
0.9883238673210144,negative
0.9271137714385986,positive
0.9800406694412231,negative
0.9963375329971313,positive
0.9694262146949768,negative
0.9449229836463928,positive
0.9054511785507202,negative
0.995781421661377,positive
0.5261690020561218,negative
0.9403553009033203,negative
0.9651729464530945,negative
0.9921318292617798,positive
0.9965078234672546,negative
0.8621423840522766,negative
0.9966415762901306,negative
0.8878301382064819,positive
0.9719959497451782,negative
0.8938666582107544,negative
0.9861055016517639,negative
0.995163083076477,negative
0.969731867313385,negative
0.9188995957374573,negative
0.9467822909355164,negative
0.905854344367981,negative
0.9901456832885742,negative
0.9864834547042847,negative
0.8439809679985046,positive
0.8244888186454773,positive
0.9775413870811462,negative
0.9984878897666931,negative
0.9843083620071411,negative
0.987031877040863,positive
0.9947336912155151,positive
0.9475118517875671,negative
0.8631323575973511,negative
0.9665202498435974,negative
0.9967262744903564,negative
0.9973194599151611,negative
0.9841356873512268,negative
0.9965515732765198,negative
0.9089263677597046,positive
0.9947394728660583,positive
0.9848573207855225,negative
0.9512385725975037,positive
0.9981869459152222,negative
0.9895519614219666,positive
0.9542965888977051,positive
0.5642752647399902,negative
0.979429304599762,negative
0.9940492510795593,positive
0.9435278177261353,negative
0.9773243069648743,positive
0.9573456048965454,negative
0.9388556480407715,negative
0.9675053954124451,positive
0.9850401878356934,negative
0.8860874772071838,negative
0.9981266260147095,negative
0.961440920829773,negative
0.9552236199378967,positive
0.9390389323234558,positive
0.9705709218978882,positive
0.9720994234085083,positive
0.9963129162788391,positive
0.9924671053886414,positive
0.9733198285102844,negative
0.995952308177948,positive
0.9952479004859924,negative
0.9826765656471252,positive
0.6702271103858948,negative
0.9946009516716003,negative
0.9925299882888794,positive
0.9616976380348206,negative
0.6945270895957947,negative
0.9919049143791199,positive
0.530426025390625,positive
0.9802409410476685,positive
0.9823679327964783,negative
0.9823227524757385,positive
0.9375948905944824,positive
0.9940729737281799,negative
0.8646474480628967,positive
0.9524005651473999,positive
0.9349433183670044,negative
0.8528900742530823,negative
0.9849376678466797,negative
0.9874884486198425,negative
0.9811555743217468,negative
0.9974519610404968,negative
0.9940767884254456,negative
0.9981257319450378,negative
0.9914019107818604,negative
0.9882735013961792,negative
0.9588505625724792,positive
0.9724106192588806,positive
0.9387162923812866,negative
0.9910723567008972,positive
0.9773505926132202,negative
0.9976562261581421,positive
0.7451488971710205,negative
0.9876290559768677,negative
0.699047863483429,negative
0.9678397178649902,positive
0.562372624874115,positive
0.9932462573051453,positive
0.958855152130127,negative
0.9719380140304565,negative
0.8919205665588379,positive
0.9278955459594727,negative
0.9750193953514099,positive
0.9073816537857056,negative
0.9336546063423157,negative
0.9319543242454529,positive
0.9898864030838013,positive
0.9896492958068848,negative
0.730122983455658,negative
0.9810029864311218,positive
0.8228357434272766,positive
0.9810993075370789,positive
0.9666780233383179,negative
0.993495523929596,negative
0.6209260821342468,negative
0.6993375420570374,negative
0.7672587037086487,positive
0.9937180876731873,positive
0.9675743579864502,negative
0.9895904064178467,negative
0.7322455048561096,negative
0.9980691075325012,negative
0.9934422969818115,negative
0.7770043611526489,positive
0.9981273412704468,negative
0.9683780670166016,negative
0.5564713478088379,negative
0.6345991492271423,positive
0.8696498274803162,positive
0.9913960695266724,positive
0.5471264123916626,positive
0.6983566284179688,negative
0.989724338054657,negative
0.9760961532592773,negative
0.9816989898681641,negative
0.954299807548523,negative
0.9957935214042664,negative
0.8373032808303833,negative
0.9573567509651184,negative
0.9948805570602417,positive
0.949734091758728,negative
0.9035515785217285,negative
0.9939091801643372,negative
0.9951336979866028,negative
0.9838916063308716,negative
0.9877064228057861,positive
0.9903380274772644,negative
0.9884140491485596,negative
0.9903186559677124,positive
0.9953479766845703,positive
0.9898537397384644,negative
0.9484757781028748,positive
0.569063663482666,negative
0.9863288998603821,negative
0.9925210475921631,positive
0.8962000608444214,negative
0.9862000942230225,positive
0.9912458658218384,positive
0.9975202679634094,negative
0.9592145681381226,positive
0.9938451051712036,positive
0.9970794916152954,negative
0.9445850253105164,negative
0.9894980192184448,negative
0.9915796518325806,negative
0.8897197246551514,negative
0.7355622053146362,negative
0.9099452495574951,negative
0.7714902758598328,positive
0.968957245349884,positive
0.9623183012008667,positive
0.5664274096488953,positive
0.9200754761695862,positive
0.6057866215705872,positive
0.9736389517784119,negative
0.8407285213470459,positive
0.9884647130966187,negative
0.9901927709579468,positive
0.8074996471405029,positive
0.9735164642333984,negative
0.9620369672775269,negative
0.9878551363945007,negative
0.914849042892456,negative
0.8096768260002136,negative
0.9750143885612488,positive
0.9760048389434814,positive
0.9921624064445496,positive
0.5598577260971069,negative
0.8617926836013794,positive
0.9482901692390442,positive
0.9886012673377991,negative
0.9375960826873779,negative
0.9801658391952515,negative
0.995932400226593,positive
0.9970303177833557,positive
0.8592692017555237,negative
0.8849127888679504,negative
0.8570371866226196,positive
0.9837077856063843,positive
0.7074665427207947,positive
0.986630916595459,positive
0.8891580104827881,negative
0.9947221875190735,negative
0.5649517178535461,negative
0.8367669582366943,positive
0.9920187592506409,negative
0.9705584645271301,negative
0.9983121752738953,negative
0.6242262125015259,negative
0.997151792049408,positive
0.9875088334083557,negative
0.570745050907135,negative
0.9846766591072083,negative
0.8895242214202881,negative
0.6869316697120667,positive
0.9795107245445251,positive
0.8811228275299072,positive
0.9826248288154602,negative
0.982087254524231,negative
0.9890678524971008,positive
0.957499623298645,negative
0.9937058091163635,negative
0.5420223474502563,positive
0.9861958622932434,positive
0.5823339223861694,positive
0.9938655495643616,positive
0.9931342601776123,negative
0.9761636257171631,positive
0.994884729385376,negative
0.9612770676612854,negative
0.9937783479690552,positive
