['facebook/bart-large-mnli_TREC-perturbed-char-deletion_score'],['facebook/bart-large-mnli_TREC-perturbed-char-deletion_label']
0.6195444464683533,positive
0.644911527633667,positive
0.9930130243301392,negative
0.9932028651237488,positive
0.971703052520752,negative
0.5490673184394836,negative
0.8364659547805786,positive
0.9693975448608398,negative
0.8483431935310364,negative
0.9086090922355652,positive
0.9898532629013062,positive
0.9947614073753357,positive
0.9781745076179504,positive
0.9412077069282532,negative
0.9907633066177368,negative
0.9887723922729492,positive
0.9530876874923706,negative
0.9918765425682068,negative
0.8200858235359192,negative
0.8724884390830994,negative
0.9602248072624207,positive
0.9054057002067566,positive
0.9467146396636963,negative
0.7421083450317383,negative
0.9571966528892517,positive
0.6476448178291321,positive
0.9973859190940857,negative
0.9859581589698792,positive
0.8583482503890991,positive
0.7357436418533325,positive
0.9804649353027344,positive
0.9949180483818054,negative
0.9876789450645447,positive
0.9576753377914429,positive
0.8486672043800354,negative
0.9610380530357361,negative
0.8890383839607239,positive
0.9511902332305908,negative
0.9930602312088013,negative
0.9343592524528503,positive
0.8676689267158508,negative
0.7057065963745117,positive
0.9758497476577759,negative
0.9815312623977661,negative
0.9691330194473267,positive
0.8418117165565491,positive
0.8848530650138855,negative
0.9930488467216492,negative
0.9105567932128906,negative
0.9969293475151062,positive
0.9586984515190125,positive
0.7696101069450378,negative
0.9779868721961975,negative
0.7512352466583252,positive
0.9803441762924194,negative
0.9679481387138367,positive
0.9829139709472656,negative
0.9910854697227478,positive
0.9366463422775269,positive
0.9877699613571167,negative
0.9738852977752686,negative
0.9584371447563171,negative
0.9802126288414001,negative
0.8154059648513794,negative
0.8779537081718445,positive
0.9884600639343262,negative
0.690730094909668,positive
0.9981949329376221,negative
0.9868605732917786,positive
0.6686840653419495,negative
0.9024848341941833,negative
0.8798407912254333,negative
0.9901491403579712,negative
0.9578832387924194,negative
0.9612179398536682,negative
0.9707961082458496,positive
0.9962020516395569,negative
0.9900047779083252,negative
0.9035782814025879,negative
0.9843360781669617,negative
0.9817759990692139,positive
0.9741032719612122,positive
0.9762967824935913,positive
0.6667457222938538,negative
0.67110276222229,negative
0.9915387034416199,positive
0.993624210357666,negative
0.8805168867111206,negative
0.9948766231536865,positive
0.8947122097015381,negative
0.9670551419258118,negative
0.9617843627929688,positive
0.9714963436126709,positive
0.9872683882713318,positive
0.6841045618057251,negative
0.9705889821052551,positive
0.865469217300415,negative
0.7429400682449341,negative
0.9884724617004395,positive
0.9827150106430054,positive
0.9500387907028198,positive
0.9583828449249268,negative
0.9411864876747131,negative
0.9947835206985474,negative
0.9523727297782898,positive
0.9644886255264282,positive
0.8528506755828857,positive
0.9886639714241028,positive
0.995928168296814,positive
0.9850530028343201,positive
0.927662193775177,negative
0.9880620241165161,positive
0.965243399143219,positive
0.8317446112632751,positive
0.9944331049919128,positive
0.7257777452468872,negative
0.9980658292770386,positive
0.5222769379615784,negative
0.9856963157653809,positive
0.9782746434211731,positive
0.6408901810646057,positive
0.9827247858047485,positive
0.992236852645874,positive
0.9966387748718262,negative
0.9929717779159546,negative
0.9398013949394226,negative
0.5636443495750427,positive
0.9917519092559814,positive
0.9896916151046753,negative
0.9697616100311279,negative
0.7285091876983643,positive
0.8726223707199097,positive
0.9949752688407898,positive
0.9890588521957397,negative
0.9973031282424927,negative
0.944516658782959,negative
0.8395575284957886,positive
0.6956183910369873,positive
0.9881234765052795,positive
0.9881805777549744,positive
0.9943300485610962,negative
0.9927305579185486,positive
0.9909351468086243,negative
0.9808492660522461,negative
0.988520622253418,positive
0.9967804551124573,negative
0.9546410441398621,positive
0.9500956535339355,negative
0.9966269135475159,negative
0.8375723958015442,positive
0.9943320155143738,positive
0.9974548816680908,negative
0.9625920653343201,negative
0.9972497820854187,negative
0.9872269034385681,negative
0.9053880572319031,negative
0.9271632432937622,positive
0.5062920451164246,negative
0.9932588338851929,positive
0.9954800009727478,negative
0.9895221590995789,negative
0.5720518231391907,positive
0.982746422290802,negative
0.8326258659362793,negative
0.9898186326026917,positive
0.9943118691444397,positive
0.9820432662963867,negative
0.9247952699661255,negative
0.9703376293182373,negative
0.9839735627174377,negative
0.9499441981315613,negative
0.9974148273468018,positive
0.9742218255996704,positive
0.9956909418106079,negative
0.939590334892273,positive
0.6228085160255432,negative
0.9455369710922241,positive
0.9943942427635193,positive
0.9923515915870667,negative
0.9606000781059265,negative
0.9862236976623535,negative
0.9884037375450134,negative
0.9808876514434814,negative
0.964837372303009,negative
0.5086883306503296,negative
0.9910054802894592,negative
0.9294372200965881,positive
0.7406012415885925,negative
0.9907625913619995,positive
0.9396337866783142,negative
0.8356648683547974,positive
0.8467034101486206,negative
0.6627799868583679,positive
0.5560076236724854,positive
0.9301239252090454,positive
0.9575812816619873,negative
0.9538914561271667,negative
0.990140438079834,negative
0.9966772794723511,positive
0.6456124186515808,negative
0.996562123298645,negative
0.9961935877799988,positive
0.9950419664382935,positive
0.7611485123634338,positive
0.5312356352806091,negative
0.9957146048545837,positive
0.6972347497940063,negative
0.9181551933288574,negative
0.9883006811141968,negative
0.9894019961357117,positive
0.840578019618988,negative
0.6236763596534729,positive
0.9931617975234985,negative
0.9483360052108765,negative
0.9969441294670105,negative
0.5504605174064636,negative
0.8449261784553528,negative
0.9833375215530396,negative
0.9863414168357849,negative
0.9952219724655151,positive
0.9946248531341553,positive
0.5800620317459106,negative
0.5956437587738037,positive
0.5752965807914734,negative
0.9683502316474915,negative
0.9784360527992249,negative
0.9208480715751648,positive
0.806036651134491,negative
0.8912226557731628,negative
0.9964531660079956,positive
0.9520732760429382,negative
0.9839068055152893,positive
0.8519371151924133,positive
0.9838709831237793,positive
0.9918359518051147,negative
0.9911878108978271,positive
0.9841969609260559,negative
0.989884614944458,negative
0.9335181713104248,positive
0.9796091318130493,negative
0.9742046594619751,positive
0.9964376091957092,negative
0.9527861475944519,positive
0.9901888370513916,positive
0.9920228719711304,positive
0.5165751576423645,positive
0.9540179967880249,negative
0.9836958646774292,negative
0.993148684501648,positive
0.5608748197555542,positive
0.9606121182441711,positive
0.6745005249977112,positive
0.8045130372047424,positive
0.8208421468734741,negative
0.735161304473877,positive
0.9422041773796082,positive
0.9934114217758179,positive
0.9907621145248413,negative
0.9509746432304382,positive
0.889940083026886,negative
0.9709240794181824,positive
0.961398184299469,negative
0.9952344298362732,positive
0.5385125875473022,positive
0.9702413082122803,positive
0.9438741207122803,positive
0.9871399998664856,negative
0.8030880093574524,positive
0.9811099171638489,negative
0.7882230281829834,negative
0.8967320322990417,negative
0.9919866323471069,positive
0.8120072484016418,negative
0.9861079454421997,positive
0.9959750175476074,negative
0.9490633010864258,positive
0.9880275130271912,negative
0.8678358793258667,positive
0.9785361289978027,positive
0.9919071197509766,negative
0.9473065137863159,positive
0.9483786821365356,negative
0.5124822854995728,negative
0.6194239854812622,negative
0.9837365746498108,positive
0.522709310054779,positive
0.9750606417655945,negative
0.9796716570854187,positive
0.905674397945404,negative
0.5609312653541565,negative
0.7548967003822327,positive
0.9864341020584106,negative
0.9682409763336182,negative
0.9950929284095764,positive
0.7566552758216858,negative
0.995256245136261,negative
0.9923032522201538,negative
0.9475209712982178,positive
0.9978564381599426,negative
0.8144006133079529,negative
0.7695372700691223,positive
0.9426809549331665,positive
0.9799486994743347,negative
0.9607102274894714,positive
0.8325973749160767,positive
0.9927674531936646,negative
0.6653051376342773,negative
0.997810959815979,negative
0.9939547777175903,negative
0.9966514706611633,positive
0.7905310392379761,positive
0.80226069688797,positive
0.7312028408050537,negative
0.9863779544830322,positive
0.6020556688308716,negative
0.9858641028404236,positive
0.6802839636802673,positive
0.9861313700675964,negative
0.7209462523460388,negative
0.5112490653991699,positive
0.9471763968467712,negative
0.9151250720024109,negative
0.9390486478805542,negative
0.978927731513977,positive
0.7176885604858398,negative
0.9909024238586426,positive
0.9759510159492493,negative
0.9282790422439575,negative
0.9713486433029175,positive
0.9925724864006042,positive
0.9846484065055847,positive
0.8551596999168396,negative
0.9535813927650452,positive
0.7384235858917236,negative
0.9935793876647949,negative
0.7836837768554688,positive
0.9569811224937439,negative
0.8401221036911011,negative
0.993512749671936,positive
0.981130838394165,positive
0.6729934215545654,negative
0.9966953992843628,negative
0.5685564875602722,negative
0.9943841695785522,negative
0.9589424133300781,negative
0.7158567905426025,negative
0.9042997360229492,positive
0.9170693159103394,negative
0.9402243494987488,negative
0.9040554761886597,negative
0.9040070176124573,negative
0.5054447650909424,positive
0.854872465133667,negative
0.7678313851356506,positive
0.9910053014755249,negative
0.9741909503936768,negative
0.9650568962097168,negative
0.9650972485542297,negative
0.975356936454773,positive
0.9947181940078735,negative
0.985590398311615,negative
0.9875872135162354,negative
0.9186411499977112,positive
0.5129793882369995,negative
0.8940930962562561,negative
0.9872197508811951,negative
0.6775674223899841,negative
0.9903488159179688,negative
0.8908032178878784,positive
0.9413136839866638,negative
0.9965186715126038,positive
0.9607216119766235,negative
0.5089304447174072,positive
0.8927245140075684,negative
0.9941059350967407,positive
0.5954468846321106,negative
0.9569500088691711,negative
0.6634093523025513,positive
0.9909940958023071,positive
0.9935051202774048,negative
0.8463460206985474,negative
0.9967000484466553,negative
0.5685324668884277,negative
0.9878401756286621,negative
0.8778946995735168,negative
0.9875569939613342,negative
0.9960050582885742,negative
0.97819584608078,negative
0.8092799782752991,positive
0.9341064691543579,negative
0.7329479455947876,negative
0.9908334612846375,negative
0.9856007695198059,negative
0.8442363739013672,positive
0.6302697658538818,positive
0.9815787672996521,negative
0.9985386729240417,negative
0.9870124459266663,negative
0.9917767643928528,positive
0.9893715977668762,positive
0.9314523935317993,negative
0.9007818102836609,negative
0.9598690867424011,negative
0.9965248107910156,negative
0.9962804317474365,negative
0.9806421399116516,negative
0.995386004447937,negative
0.8471360802650452,positive
0.9961553812026978,positive
0.982069194316864,negative
0.8863813281059265,positive
0.9972753524780273,negative
0.9885020852088928,positive
0.9529963731765747,positive
0.5511789321899414,negative
0.9695484638214111,negative
0.9691343307495117,positive
0.823930561542511,negative
0.9775442481040955,positive
0.8586524724960327,negative
0.9466601610183716,negative
0.9772592186927795,positive
0.9847028255462646,negative
0.7804631590843201,negative
0.998006284236908,negative
0.9602928757667542,negative
0.8401591181755066,positive
0.9258896708488464,positive
0.9730642437934875,positive
0.9179296493530273,positive
0.9965094327926636,positive
0.9518200755119324,positive
0.9810237884521484,negative
0.9935121536254883,positive
0.9945028424263,negative
0.9802544116973877,positive
0.7861613631248474,negative
0.9933722615242004,negative
0.9947312474250793,positive
0.9679819345474243,negative
0.9621863961219788,negative
0.9903630614280701,positive
0.6838359832763672,positive
0.9761494994163513,positive
0.96626216173172,negative
0.9798964858055115,positive
0.8979130983352661,positive
0.983347475528717,negative
0.6886593699455261,positive
0.9043368101119995,positive
0.6155310273170471,positive
0.6483584046363831,negative
0.9932544231414795,negative
0.9717326760292053,negative
0.9815302491188049,negative
0.9964737296104431,negative
0.9943808913230896,negative
0.5792607069015503,positive
0.9922606348991394,negative
0.9884348511695862,negative
0.9705237746238708,positive
0.9928854703903198,positive
0.9545689821243286,negative
0.9586635231971741,positive
0.9711304903030396,negative
0.9974848031997681,positive
0.9175215363502502,negative
0.9868815541267395,negative
0.7345488667488098,negative
0.9839105606079102,positive
0.5056163668632507,positive
0.9919084906578064,positive
0.965412437915802,negative
0.9667114019393921,negative
0.8105310797691345,positive
0.9534013867378235,negative
0.9780518412590027,positive
0.9156675338745117,negative
0.9386686086654663,negative
0.9284065961837769,positive
0.9731811285018921,positive
0.9907414317131042,negative
0.8071399927139282,negative
0.9848142266273499,positive
0.8643877506256104,positive
0.9714787602424622,positive
0.9552610516548157,negative
0.9954672455787659,negative
0.6497225165367126,negative
0.7398820519447327,negative
0.7206565737724304,negative
0.9892683625221252,positive
0.9592629671096802,negative
0.986791729927063,negative
0.7584209442138672,negative
0.997940182685852,negative
0.991497814655304,negative
0.799278199672699,positive
0.9969514012336731,negative
0.9639996886253357,negative
0.5640028715133667,positive
0.6315244436264038,positive
0.5538175702095032,negative
0.9937443733215332,positive
0.7664676308631897,positive
0.7795398235321045,negative
0.9862323999404907,negative
0.968710720539093,negative
0.9380019903182983,negative
0.9761776924133301,negative
0.9962476491928101,negative
0.6006536483764648,positive
0.867418110370636,negative
0.9899223446846008,positive
0.9499586224555969,negative
0.8188045024871826,negative
0.9933747053146362,negative
0.9956712126731873,negative
0.9818553328514099,negative
0.9912649989128113,positive
0.9897441267967224,negative
0.9741735458374023,negative
0.9888045787811279,positive
0.9949072003364563,positive
0.9908555746078491,negative
0.9298428893089294,positive
0.5577684044837952,negative
0.9704434871673584,negative
0.99233078956604,positive
0.9325708746910095,negative
0.9839304089546204,positive
0.9914398789405823,positive
0.9971663951873779,negative
0.8509083390235901,negative
0.9929644465446472,positive
0.9835143685340881,negative
0.9912607073783875,negative
0.9896430373191833,negative
0.9923785328865051,negative
0.9126998782157898,negative
0.7252717018127441,negative
0.9225149750709534,negative
0.760955810546875,positive
0.9122558236122131,positive
0.9205182790756226,positive
0.655835747718811,positive
0.7357326149940491,negative
0.6003589630126953,positive
0.9740942716598511,negative
0.6738393902778625,positive
0.9862501621246338,negative
0.9933878183364868,positive
0.9040867686271667,positive
0.9560642838478088,negative
0.9183465838432312,negative
0.9864527583122253,negative
0.6504900455474854,negative
0.80805504322052,negative
0.8750918507575989,positive
0.9664911031723022,positive
0.9871710538864136,positive
0.7806699275970459,negative
0.9145199060440063,positive
0.9306058883666992,positive
0.9878547191619873,negative
0.9541530609130859,negative
0.9772067070007324,negative
0.9956995248794556,positive
0.9967024326324463,positive
0.7486706376075745,negative
0.9087691307067871,negative
0.8467922210693359,positive
0.988615870475769,positive
0.6699233651161194,positive
0.9836003184318542,positive
0.8569512367248535,negative
0.9912875294685364,negative
0.7334747910499573,negative
0.9932079315185547,positive
0.9893721342086792,negative
0.9790261387825012,negative
0.9979821443557739,negative
0.621563732624054,negative
0.9949225783348083,positive
0.8523705005645752,negative
0.9310217499732971,positive
0.9753453731536865,negative
0.8961029648780823,negative
0.6375358700752258,positive
0.982875645160675,positive
0.8059586882591248,positive
0.9379392266273499,negative
0.9809658527374268,negative
0.9882112145423889,positive
0.9502622485160828,negative
0.796980082988739,positive
0.5580096244812012,positive
0.9965411424636841,positive
0.5799738764762878,positive
0.9888888597488403,positive
0.9931535720825195,negative
0.9675772786140442,positive
0.9931836724281311,negative
0.9689744710922241,negative
0.9940279722213745,positive
