['facebook/bart-large-mnli_TREC-perturbed-word-deletion_score'],['facebook/bart-large-mnli_TREC-perturbed-word-deletion_label']
0.9434912204742432,negative
0.9943754076957703,negative
0.9916948080062866,negative
0.9922680854797363,positive
0.9549418091773987,negative
0.995604932308197,negative
0.9784525632858276,negative
0.8121073246002197,positive
0.9755245447158813,negative
0.9913769364356995,positive
0.7103288173675537,positive
0.9619231224060059,positive
0.9947048425674438,negative
0.8531436920166016,negative
0.983616292476654,negative
0.9874123930931091,positive
0.9173780083656311,positive
0.7135216593742371,negative
0.79191654920578,positive
0.6448005437850952,positive
0.6413717269897461,positive
0.9965313076972961,negative
0.9778124690055847,positive
0.9757065176963806,negative
0.590349555015564,negative
0.8071017861366272,positive
0.9499291181564331,negative
0.6031095385551453,positive
0.9472127556800842,positive
0.9882272481918335,positive
0.9976080656051636,positive
0.9836295247077942,positive
0.6881290078163147,negative
0.9912046194076538,negative
0.9909332990646362,positive
0.9275246262550354,negative
0.9902723431587219,negative
0.8729506134986877,negative
0.9444300532341003,negative
0.9751678109169006,positive
0.9316370487213135,positive
0.9441208243370056,negative
0.7800189256668091,negative
0.9527161717414856,positive
0.50898677110672,positive
0.6382392048835754,negative
0.9847620129585266,positive
0.9282867908477783,positive
0.7138498425483704,negative
0.9647465944290161,positive
0.9964078068733215,negative
0.9861687421798706,positive
0.9334689378738403,positive
0.5639773607254028,negative
0.894401490688324,negative
0.9229661226272583,positive
0.7782377004623413,negative
0.9876089096069336,negative
0.9642781019210815,positive
0.8376175165176392,negative
0.6679239869117737,positive
0.965833306312561,negative
0.8258727192878723,negative
0.9732747077941895,positive
0.903090238571167,positive
0.7326656579971313,negative
0.9939684867858887,negative
0.9570887088775635,negative
0.9962130188941956,positive
0.9673978686332703,positive
0.6899574398994446,negative
0.9786521792411804,negative
0.8335886597633362,positive
0.9822657704353333,negative
0.9845032095909119,positive
0.9831880927085876,negative
0.9931536912918091,positive
0.9539394974708557,positive
0.9793786406517029,negative
0.9813750386238098,negative
0.9817591309547424,negative
0.9889404773712158,negative
0.9249616861343384,negative
0.8546041250228882,positive
0.9854060411453247,negative
0.8045543432235718,positive
0.9976690411567688,negative
0.9822794198989868,positive
0.5777767300605774,negative
0.9401549696922302,negative
0.5570865273475647,negative
0.9035166501998901,negative
0.9585426449775696,negative
0.9763641953468323,negative
0.974347710609436,positive
0.9969927668571472,negative
0.9920840859413147,negative
0.8641988635063171,negative
0.9495699405670166,negative
0.9938952922821045,positive
0.9872905015945435,positive
0.9827444553375244,positive
0.6558865308761597,negative
0.571909487247467,positive
0.9943633675575256,positive
0.9904125928878784,negative
0.9191846251487732,negative
0.996328592300415,positive
0.913122832775116,negative
0.964227020740509,negative
0.95536208152771,positive
0.9692955613136292,positive
0.9900965094566345,positive
0.5087476372718811,negative
0.9616232514381409,positive
0.7913913130760193,negative
0.8058254718780518,negative
0.9866799712181091,positive
0.9881179928779602,positive
0.7046533823013306,positive
0.9297311902046204,negative
0.8475195169448853,negative
0.9789463877677917,positive
0.8751436471939087,positive
0.9933990240097046,positive
0.7460615038871765,positive
0.9827141165733337,positive
0.9972522854804993,positive
0.9886754155158997,positive
0.88823002576828,negative
0.86136794090271,positive
0.9370924830436707,positive
0.9453573226928711,positive
0.9965987205505371,positive
0.5986657738685608,positive
0.9978469610214233,positive
0.5298653841018677,positive
0.9883037209510803,positive
0.9651063680648804,positive
0.9922542572021484,negative
0.9850055575370789,positive
0.9950731992721558,positive
0.9949342608451843,negative
0.993685781955719,negative
0.9936221241950989,positive
0.776090681552887,negative
0.9624640941619873,positive
0.9875392913818359,negative
0.982376217842102,negative
0.5761749148368835,negative
0.9168992638587952,positive
0.9947627186775208,positive
0.9901121854782104,negative
0.997559130191803,negative
0.9428353309631348,negative
0.8505652546882629,positive
0.9330964088439941,positive
0.9791797995567322,positive
0.9862499237060547,positive
0.9944312572479248,negative
0.9938681125640869,positive
0.991036593914032,negative
0.9896628856658936,negative
0.9426071643829346,positive
0.9971199035644531,negative
0.9449301958084106,positive
0.9838018417358398,negative
0.9973183274269104,negative
0.7484756708145142,positive
0.9949739575386047,positive
0.9973604083061218,negative
0.9669978618621826,negative
0.5914268493652344,negative
0.9885948896408081,negative
0.9216290712356567,negative
0.9589187502861023,positive
0.5340903401374817,negative
0.9861125946044922,positive
0.9623695015907288,positive
0.9855632185935974,negative
0.7408343553543091,positive
0.9734979271888733,negative
0.8233132362365723,negative
0.9902682900428772,positive
0.9942376613616943,positive
0.9842474460601807,negative
0.9227743148803711,negative
0.9706265330314636,negative
0.9759013056755066,negative
0.965691864490509,negative
0.9971223473548889,positive
0.9894359111785889,positive
0.9954351782798767,negative
0.9199160933494568,positive
0.7751524448394775,positive
0.9584319591522217,positive
0.9944092035293579,positive
0.9874614477157593,negative
0.9759016036987305,negative
0.9082748889923096,negative
0.9882021546363831,negative
0.554753839969635,negative
0.967633068561554,negative
0.5483560562133789,positive
0.994755208492279,negative
0.9390164017677307,positive
0.8458756804466248,negative
0.9878963828086853,positive
0.9534008502960205,negative
0.959064781665802,negative
0.8084802031517029,negative
0.7269111275672913,positive
0.65898197889328,positive
0.8838958144187927,positive
0.9693751335144043,negative
0.9756561517715454,negative
0.989863395690918,negative
0.9972182512283325,positive
0.6508164405822754,negative
0.9966475367546082,negative
0.9833352565765381,positive
0.995787501335144,positive
0.9433671832084656,positive
0.5244773626327515,positive
0.99543297290802,positive
0.7083180546760559,negative
0.9400061368942261,negative
0.9881912469863892,negative
0.990304172039032,positive
0.7006816267967224,positive
0.672749400138855,positive
0.9982714653015137,negative
0.9484429359436035,negative
0.9977483749389648,negative
0.5350475907325745,positive
0.8181852102279663,negative
0.9877554178237915,negative
0.9923728704452515,negative
0.9892302751541138,positive
0.9946829080581665,positive
0.7297934293746948,positive
0.6555911898612976,positive
0.559573769569397,negative
0.9816457033157349,negative
0.9709532856941223,negative
0.9546146392822266,positive
0.9221935868263245,negative
0.9278293251991272,negative
0.9964197874069214,positive
0.8746148347854614,negative
0.9826717972755432,positive
0.863756000995636,positive
0.9858317971229553,positive
0.9908546209335327,negative
0.9872590899467468,positive
0.8370679020881653,negative
0.9736472964286804,negative
0.9681810736656189,positive
0.9361090064048767,negative
0.9593380689620972,positive
0.9974576830863953,negative
0.9770946502685547,positive
0.9914514422416687,positive
0.992718517780304,positive
0.5520803928375244,negative
0.9784874320030212,negative
0.9756817817687988,negative
0.9961321353912354,positive
0.8765166401863098,negative
0.8936417698860168,positive
0.8685706853866577,negative
0.8072289824485779,positive
0.81525719165802,negative
0.8467938899993896,negative
0.8695105314254761,positive
0.9942023158073425,positive
0.9837990999221802,negative
0.944002091884613,positive
0.8715645670890808,negative
0.9742696285247803,positive
0.8990626931190491,negative
0.9961646199226379,positive
0.5562119483947754,positive
0.9636833667755127,positive
0.9456893801689148,positive
0.987855076789856,negative
0.9960301518440247,negative
0.9915465116500854,negative
0.9019801020622253,negative
0.8255306482315063,negative
0.9924563765525818,positive
0.8777042031288147,negative
0.994378924369812,positive
0.9961784482002258,negative
0.9813284277915955,positive
0.9831140637397766,negative
0.7942016124725342,positive
0.8659005761146545,positive
0.994491696357727,negative
0.9125497937202454,positive
0.9526292681694031,negative
0.520266056060791,negative
0.8179552555084229,negative
0.9920627474784851,positive
0.7779133915901184,positive
0.9785141348838806,negative
0.9865217208862305,positive
0.8892591595649719,negative
0.63413405418396,negative
0.876848578453064,positive
0.9867764711380005,negative
0.7292168736457825,negative
0.9953722953796387,positive
0.9460391402244568,negative
0.9950850009918213,negative
0.9919518232345581,negative
0.9777454137802124,positive
0.9987674355506897,negative
0.6532496213912964,negative
0.9369149804115295,positive
0.8133211731910706,positive
0.9794525504112244,negative
0.9882705211639404,positive
0.8488786220550537,positive
0.987665593624115,negative
0.8388760089874268,positive
0.9978150725364685,negative
0.9645339846611023,negative
0.9952189922332764,positive
0.7843286991119385,positive
0.9495437145233154,positive
0.7083746790885925,negative
0.9841921329498291,positive
0.5876255631446838,positive
0.9901385307312012,positive
0.8090838193893433,positive
0.988037645816803,negative
0.7239713668823242,negative
0.5765038132667542,positive
0.9626827239990234,negative
0.8544712066650391,negative
0.8763657212257385,negative
0.9864056706428528,positive
0.7527325749397278,negative
0.9865973591804504,positive
0.9941121339797974,negative
0.9444643259048462,negative
0.9625423550605774,positive
0.9917151927947998,positive
0.9811342358589172,positive
0.9458709955215454,negative
0.9682040214538574,positive
0.8224217891693115,negative
0.9953519701957703,negative
0.8615663647651672,positive
0.959510087966919,negative
0.8496625423431396,negative
0.8435773253440857,positive
0.9863215088844299,positive
0.9259001612663269,positive
0.9974746108055115,negative
0.6342214941978455,negative
0.9932636618614197,negative
0.95596843957901,negative
0.7031369805335999,positive
0.9827297925949097,positive
0.6040693521499634,positive
0.9587105512619019,negative
0.8776785135269165,negative
0.9276326894760132,negative
0.7541841268539429,positive
0.8435735106468201,negative
0.9620726704597473,positive
0.9946972131729126,negative
0.988877534866333,negative
0.9571277499198914,negative
0.9295310974121094,negative
0.9910429120063782,positive
0.994306206703186,negative
0.9864840507507324,negative
0.9911189675331116,negative
0.9532968401908875,positive
0.5195848345756531,positive
0.8530970215797424,negative
0.9906261563301086,negative
0.8086929321289062,negative
0.9893354773521423,negative
0.9251419901847839,positive
0.9643282890319824,negative
0.9967046976089478,positive
0.9542377591133118,negative
0.9681683778762817,positive
0.9198247790336609,negative
0.9964672923088074,positive
0.570980966091156,negative
0.949468195438385,negative
0.6813445687294006,positive
0.9965921640396118,positive
0.9967579245567322,negative
0.8779106140136719,negative
0.9971261024475098,negative
0.9417770504951477,positive
0.5355286002159119,negative
0.9114262461662292,negative
0.9772663712501526,negative
0.995157778263092,negative
0.9695529937744141,negative
0.781414270401001,negative
0.9546932578086853,negative
0.8842357993125916,negative
0.9924467206001282,negative
0.6217422485351562,positive
0.8253904581069946,positive
0.8382510542869568,positive
0.9766642451286316,negative
0.9985236525535583,negative
0.9838851094245911,negative
0.9902496933937073,positive
0.9945993423461914,positive
0.9661483764648438,negative
0.8500291705131531,negative
0.866834282875061,positive
0.9964655041694641,negative
0.9972955584526062,negative
0.9873419404029846,negative
0.9984169602394104,negative
0.9530280828475952,positive
0.9938585162162781,positive
0.9879059791564941,negative
0.9375874996185303,positive
0.9968644380569458,positive
0.9906361699104309,positive
0.952506422996521,positive
0.627172589302063,negative
0.7570674419403076,negative
0.994352400302887,positive
0.946451723575592,negative
0.9757087230682373,positive
0.9745805859565735,negative
0.9284228086471558,negative
0.9760537147521973,positive
0.9842849373817444,negative
0.8891006112098694,negative
0.997639536857605,negative
0.5802729725837708,negative
0.9871786236763,positive
0.9299001693725586,positive
0.970323920249939,positive
0.9897476434707642,positive
0.9922305345535278,positive
0.9942052960395813,positive
0.9586997628211975,negative
0.9958727359771729,positive
0.9955950975418091,negative
0.9766573905944824,positive
0.6189612150192261,negative
0.9959824681282043,negative
0.9941489100456238,positive
0.9653608202934265,negative
0.8486897349357605,negative
0.9915538430213928,positive
0.6796920299530029,positive
0.980670154094696,positive
0.9814107418060303,negative
0.933402955532074,positive
0.9196739792823792,positive
0.9941900372505188,negative
0.7734516263008118,positive
0.8749006390571594,positive
0.6239917874336243,positive
0.7520827651023865,negative
0.9734813570976257,negative
0.9815776348114014,negative
0.9780758619308472,negative
0.9968357086181641,negative
0.9939023852348328,negative
0.5287797451019287,negative
0.9920161366462708,negative
0.9862866401672363,negative
0.6701526641845703,positive
0.9487881660461426,positive
0.9148131012916565,negative
0.9956838488578796,positive
0.9686766266822815,negative
0.9984539151191711,positive
0.9099574685096741,negative
0.9836467504501343,negative
0.6848281621932983,negative
0.9595537781715393,positive
0.5375291705131531,negative
0.9835244417190552,positive
0.6025078892707825,negative
0.9685640931129456,negative
0.7684637308120728,positive
0.5555840134620667,negative
0.9797916412353516,positive
0.8256531953811646,negative
0.9316384792327881,negative
0.8757584691047668,positive
0.9897424578666687,positive
0.9745501279830933,negative
0.5493597388267517,negative
0.9870407581329346,positive
0.8559622764587402,positive
0.9881234169006348,positive
0.912856936454773,negative
0.9941351413726807,negative
0.59706050157547,negative
0.8646243214607239,negative
0.8901547193527222,negative
0.9959630966186523,positive
0.9854562282562256,negative
0.9875190854072571,negative
0.6553760170936584,negative
0.9979034066200256,negative
0.9945904612541199,negative
0.770340621471405,positive
0.9969509243965149,negative
0.9748671054840088,negative
0.6301811337471008,negative
0.6151514649391174,positive
0.8662824630737305,positive
0.9938740134239197,positive
0.6610308289527893,positive
0.7162752747535706,negative
0.9840242862701416,negative
0.9792250990867615,negative
0.9762922525405884,negative
0.9541892409324646,negative
0.9943514466285706,negative
0.7742648124694824,negative
0.965335488319397,negative
0.9946425557136536,positive
0.9526137113571167,negative
0.9888746738433838,negative
0.9948030710220337,negative
0.9946631193161011,negative
0.9836074113845825,negative
0.9850782752037048,positive
0.9896582365036011,negative
0.9889983534812927,negative
0.9905244708061218,positive
0.9968897104263306,positive
0.9909703135490417,negative
0.9119565486907959,positive
0.9573327302932739,positive
0.9780011177062988,negative
0.992866575717926,positive
0.9789037704467773,negative
0.9881436228752136,positive
0.9921678900718689,positive
0.9971261620521545,negative
0.9560917615890503,positive
0.9935739040374756,positive
0.997052788734436,negative
0.9147588610649109,negative
0.9829649329185486,negative
0.9881290793418884,negative
0.9089105129241943,negative
0.6888724565505981,negative
0.9193111658096313,negative
0.8138766884803772,positive
0.978373110294342,positive
0.9633439183235168,positive
0.5346753597259521,positive
0.959866464138031,positive
0.6379281878471375,positive
0.9755707383155823,negative
0.6758223176002502,positive
0.9876288771629333,negative
0.9975050687789917,positive
0.7563864588737488,positive
0.9611624479293823,negative
0.9370116591453552,negative
0.9849042296409607,negative
0.5814527869224548,negative
0.7729753851890564,negative
0.9873571991920471,positive
0.9887000322341919,positive
0.9965582489967346,positive
0.6355584859848022,negative
0.8460776805877686,positive
0.9494456648826599,positive
0.9889722466468811,negative
0.8994590044021606,negative
0.9722382426261902,negative
0.9959806799888611,positive
0.5775708556175232,positive
0.944652259349823,negative
0.9266364574432373,negative
0.8100435733795166,positive
0.9714310169219971,positive
0.6868692636489868,positive
0.9846660494804382,positive
0.9210753440856934,negative
0.993768572807312,negative
0.5020633339881897,negative
0.8379930853843689,positive
0.9936938881874084,negative
0.97243732213974,negative
0.9982726573944092,negative
0.6360969543457031,negative
0.996586799621582,positive
0.9839798212051392,negative
0.7987239360809326,positive
0.9771980047225952,negative
0.8670540452003479,negative
0.5939579010009766,positive
0.9795350432395935,positive
0.8758668303489685,positive
0.979566216468811,negative
0.9917421936988831,negative
0.9829564690589905,positive
0.9234268069267273,negative
0.9938762187957764,negative
0.9239632487297058,positive
0.9973769187927246,positive
0.5837446451187134,negative
0.8727189302444458,positive
0.9898561239242554,negative
0.9767763018608093,positive
0.9951587915420532,negative
0.9618131518363953,negative
0.9936705231666565,positive
