['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-char-deletion_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-char-deletion_label']
0.9943665862083435,negative
0.9996841549873352,negative
0.9994117021560669,positive
0.9977844953536987,positive
0.9944218397140503,positive
0.9979463815689087,positive
0.894038200378418,positive
0.9479054808616638,positive
0.999277651309967,negative
0.9998249411582947,positive
0.9911392331123352,negative
0.9969881772994995,positive
0.9903661012649536,positive
0.9275383949279785,negative
0.6018069386482239,negative
0.9950427412986755,positive
0.9979233741760254,positive
0.99930340051651,positive
0.9993041157722473,positive
0.9936130046844482,negative
0.9996433258056641,negative
0.9997549057006836,positive
0.664772093296051,negative
0.9996129274368286,negative
0.995302677154541,negative
0.9992380738258362,negative
0.9990540146827698,positive
0.9997836351394653,positive
0.9969595670700073,negative
0.9721881151199341,negative
0.9968852400779724,positive
0.52388995885849,positive
0.9998803734779358,negative
0.9966028928756714,positive
0.9938387870788574,positive
0.9017746448516846,positive
0.9710530042648315,positive
0.9998007416725159,negative
0.9993872046470642,positive
0.9966362714767456,positive
0.9989903569221497,negative
0.9896013736724854,negative
0.997241199016571,positive
0.990686297416687,negative
0.9996557235717773,negative
0.9966167211532593,positive
0.7645263671875,positive
0.9887626767158508,positive
0.99934321641922,negative
0.9981258511543274,negative
0.9949025511741638,positive
0.998714029788971,positive
0.9970257878303528,negative
0.9991317391395569,negative
0.9506797194480896,negative
0.9998216032981873,positive
0.9994754195213318,positive
0.9986958503723145,positive
0.9995244145393372,negative
0.9969167113304138,positive
0.9615707993507385,negative
0.9986083507537842,positive
0.9990682601928711,negative
0.9992544651031494,positive
0.9980573058128357,positive
0.9997214078903198,negative
0.9952207207679749,negative
0.9976576566696167,negative
0.9974430799484253,negative
0.9992441534996033,negative
0.9967131018638611,positive
0.5036234259605408,negative
0.9965198636054993,positive
0.9997184872627258,negative
0.9990898370742798,positive
0.7272711396217346,negative
0.9990227818489075,negative
0.7832643985748291,negative
0.9956424832344055,negative
0.9998086094856262,negative
0.9997708201408386,negative
0.9982984662055969,positive
0.9943439960479736,negative
0.9991286993026733,negative
0.6359434127807617,negative
0.9982983469963074,negative
0.9993230700492859,positive
0.9992038607597351,positive
0.998363733291626,positive
0.9942103624343872,negative
0.6705684065818787,positive
0.9994978904724121,positive
0.999835193157196,negative
0.9988651871681213,negative
0.9991722702980042,positive
0.9461026787757874,negative
0.9738618731498718,negative
0.9992594718933105,positive
0.9995071291923523,positive
0.9991958141326904,positive
0.8330961465835571,negative
0.999228835105896,positive
0.9992129802703857,negative
0.9286895394325256,positive
0.9989275932312012,positive
0.9998083114624023,positive
0.9950612187385559,positive
0.997461199760437,negative
0.653265118598938,negative
0.996656596660614,negative
0.9883832335472107,positive
0.9989977478981018,positive
0.9864841103553772,negative
0.9995617270469666,positive
0.9994839429855347,positive
0.9995540976524353,positive
0.9976324439048767,negative
0.9972279071807861,positive
0.9995096325874329,positive
0.9751679301261902,positive
0.999590277671814,positive
0.9516324400901794,positive
0.9997802376747131,positive
0.54667067527771,negative
0.9997337460517883,positive
0.9988523721694946,positive
0.7826768755912781,positive
0.999433159828186,positive
0.9995256066322327,positive
0.999447762966156,negative
0.9996389150619507,negative
0.999219536781311,positive
0.6964018940925598,negative
0.9991511106491089,positive
0.7868697643280029,positive
0.9860841035842896,negative
0.9968934655189514,positive
0.9723708629608154,positive
0.9995697140693665,positive
0.9993488788604736,negative
0.9998717308044434,negative
0.9776814579963684,negative
0.9893491268157959,positive
0.9968498349189758,positive
0.9844183921813965,positive
0.9993990063667297,positive
0.9993454217910767,negative
0.9997867941856384,positive
0.9993195533752441,negative
0.9961889982223511,negative
0.9987991452217102,positive
0.9998416900634766,negative
0.9972226619720459,positive
0.9992164969444275,negative
0.9996774792671204,negative
0.9955777525901794,positive
0.9993804693222046,positive
0.9998447299003601,negative
0.9986803531646729,negative
0.9998676776885986,negative
0.9997066855430603,negative
0.9993691444396973,negative
0.9989660978317261,positive
0.9939372539520264,positive
0.9998376369476318,positive
0.8253650069236755,positive
0.9995399713516235,negative
0.9987854361534119,negative
0.9943446516990662,negative
0.7864881157875061,negative
0.9988493323326111,positive
0.999747633934021,positive
0.9997711181640625,negative
0.99210524559021,positive
0.999492347240448,negative
0.9980534315109253,negative
0.9988598227500916,negative
0.9997544288635254,positive
0.9985714554786682,positive
0.9997478127479553,negative
0.9995575547218323,positive
0.9996703863143921,negative
0.9994553327560425,positive
0.9985706210136414,positive
0.9994975328445435,negative
0.9981281161308289,negative
0.996948778629303,positive
0.9991216063499451,negative
0.9429313540458679,positive
0.9994968175888062,negative
0.9993062615394592,negative
0.9997571706771851,negative
0.9995541572570801,positive
0.9969361424446106,negative
0.9971665740013123,positive
0.991527795791626,negative
0.9860196709632874,negative
0.9994941353797913,positive
0.9959654808044434,positive
0.7568351626396179,negative
0.9968961477279663,positive
0.9973254203796387,negative
0.9989745616912842,negative
0.9986928105354309,negative
0.9995161890983582,positive
0.9992793798446655,positive
0.9992642402648926,negative
0.9996685981750488,positive
0.9977917075157166,positive
0.951337993144989,positive
0.9454760551452637,negative
0.9996214509010315,positive
0.9758179187774658,positive
0.9990670084953308,negative
0.9364047646522522,negative
0.9992712140083313,positive
0.7896853685379028,negative
0.9958783388137817,positive
0.9970259070396423,negative
0.9989328980445862,negative
0.9998764991760254,negative
0.9967710971832275,positive
0.9850904941558838,negative
0.998875617980957,negative
0.9996667504310608,negative
0.9993230104446411,positive
0.9994718432426453,positive
0.9973403811454773,positive
0.9938421249389648,positive
0.9972519278526306,positive
0.9979718923568726,negative
0.8755468726158142,negative
0.9987055659294128,positive
0.6417195796966553,positive
0.9946236610412598,negative
0.9975491762161255,positive
0.9472998976707458,positive
0.9986143112182617,positive
0.99907386302948,positive
0.9996574521064758,positive
0.9998672604560852,negative
0.998599112033844,positive
0.9964652061462402,negative
0.9993503093719482,negative
0.9991782903671265,positive
0.9905722737312317,negative
0.9994843006134033,positive
0.99848872423172,negative
0.9989215135574341,positive
0.9996010661125183,positive
0.9994403719902039,positive
0.9991903901100159,positive
0.9987708330154419,negative
0.9998171925544739,negative
0.9991353154182434,positive
0.9984806180000305,negative
0.9994367361068726,positive
0.9785743951797485,negative
0.9991488456726074,positive
0.9681599736213684,negative
0.7071443796157837,positive
0.9990074038505554,positive
0.9997696280479431,positive
0.9997616410255432,negative
0.9993405938148499,positive
0.9938033223152161,negative
0.9988896250724792,positive
0.9996246695518494,negative
0.9997542500495911,positive
0.9983820915222168,positive
0.9968594908714294,positive
0.99891197681427,positive
0.9969660043716431,negative
0.9018773436546326,positive
0.9986447095870972,negative
0.9410408735275269,negative
0.9992474913597107,negative
0.998906135559082,positive
0.9972442984580994,positive
0.9994528293609619,positive
0.9996345043182373,negative
0.9995211958885193,positive
0.9998112320899963,negative
0.6866706609725952,negative
0.9995982646942139,positive
0.9997125864028931,negative
0.9992616176605225,positive
0.9988752603530884,negative
0.6036096811294556,negative
0.5652930736541748,negative
0.9997828602790833,positive
0.9992877244949341,positive
0.9109525084495544,positive
0.9995699524879456,positive
0.8966473340988159,positive
0.9981678128242493,positive
0.9860836267471313,positive
0.999710738658905,negative
0.9996985793113708,negative
0.9990760684013367,positive
0.9977144002914429,negative
0.9997338652610779,negative
0.9997671246528625,negative
0.999634325504303,positive
0.9998882412910461,negative
0.984690248966217,negative
0.9772924780845642,positive
0.9979141354560852,positive
0.999445378780365,negative
0.9995426535606384,positive
0.998974621295929,positive
0.99903804063797,negative
0.9874770045280457,negative
0.9998464584350586,negative
0.9967331290245056,negative
0.9995888471603394,positive
0.9952574968338013,positive
0.9977359175682068,positive
0.5170170664787292,negative
0.9981378316879272,positive
0.9981237053871155,positive
0.9967770576477051,positive
0.9991320371627808,positive
0.9992474317550659,negative
0.9184156656265259,negative
0.9195810556411743,positive
0.9980340003967285,negative
0.9898856282234192,negative
0.9912169575691223,positive
0.9989359378814697,positive
0.814533531665802,positive
0.9995924234390259,positive
0.99964439868927,negative
0.9993876814842224,negative
0.9990954399108887,positive
0.9966405034065247,positive
0.9993506073951721,positive
0.97775799036026,negative
0.5554173588752747,positive
0.9023386240005493,positive
0.9996675252914429,negative
0.9994382858276367,positive
0.999177098274231,negative
0.712675929069519,positive
0.9929601550102234,positive
0.9998599886894226,positive
0.767103910446167,positive
0.998968243598938,negative
0.9988493919372559,positive
0.9997665286064148,negative
0.9997042417526245,negative
0.9971359372138977,positive
0.999462366104126,positive
0.996015191078186,negative
0.9995448589324951,negative
0.9946560859680176,negative
0.9995177984237671,negative
0.8652876615524292,positive
0.5335742235183716,negative
0.5301520228385925,negative
0.9995273351669312,negative
0.9995559453964233,negative
0.999284565448761,negative
0.9995318055152893,negative
0.9992141127586365,positive
0.9997618794441223,negative
0.9997014403343201,negative
0.9997683167457581,negative
0.9997684359550476,positive
0.9971430897712708,positive
0.9667488932609558,negative
0.9997630715370178,negative
0.8985494375228882,negative
0.999435544013977,negative
0.9985160231590271,positive
0.9996652007102966,negative
0.999623715877533,positive
0.9943989515304565,negative
0.9987812638282776,positive
0.9987496137619019,negative
0.9997972846031189,positive
0.997833788394928,positive
0.9927693605422974,negative
0.5991194248199463,negative
0.9988187551498413,positive
0.9995421171188354,negative
0.9988922476768494,negative
0.9997649192810059,negative
0.9951978921890259,positive
0.9984782934188843,negative
0.9942817091941833,negative
0.9972907304763794,negative
0.9998018741607666,negative
0.9997662305831909,negative
0.540763795375824,negative
0.999697208404541,negative
0.9983533620834351,negative
0.9977185130119324,negative
0.9997843503952026,negative
0.9611181020736694,positive
0.7489362359046936,positive
0.9997783899307251,negative
0.9997574090957642,negative
0.9997186064720154,negative
0.9994834661483765,positive
0.9995694756507874,positive
0.974012553691864,negative
0.9980577230453491,negative
0.9991543889045715,negative
0.9998888373374939,negative
0.9998668432235718,negative
0.9998134970664978,negative
0.9499040842056274,negative
0.9964739084243774,positive
0.9997954964637756,positive
0.9993394017219543,negative
0.9913451671600342,positive
0.9996323585510254,negative
0.9982311725616455,positive
0.9985606074333191,positive
0.9971995949745178,positive
0.9993305206298828,negative
0.9991343021392822,positive
0.9987959861755371,negative
0.9994722604751587,positive
0.9134498238563538,negative
0.9975392818450928,negative
0.9945095777511597,positive
0.999686598777771,negative
0.9988555908203125,negative
0.9997777342796326,negative
0.9996942281723022,negative
0.9990437030792236,positive
0.9991326332092285,positive
0.997487485408783,positive
0.9993763566017151,positive
0.9992825388908386,positive
0.9990113973617554,positive
0.9975903034210205,negative
0.9991307854652405,positive
0.9972820281982422,negative
0.9996050596237183,positive
0.9364263415336609,negative
0.9993706345558167,negative
0.9993919134140015,positive
0.9112412333488464,negative
0.7758035063743591,negative
0.9987832307815552,positive
0.960292637348175,negative
0.9993910193443298,positive
0.9970415234565735,negative
0.9989669322967529,positive
0.9972764253616333,positive
0.9998443126678467,negative
0.9610086679458618,positive
0.9852197766304016,positive
0.9713555574417114,positive
0.9641426801681519,positive
0.9995805025100708,negative
0.9908198714256287,positive
0.999641478061676,negative
0.9998134970664978,negative
0.9998519420623779,negative
0.994414746761322,positive
0.9997650384902954,negative
0.9995420575141907,negative
0.9977527856826782,positive
0.9740811586380005,positive
0.9990005493164062,negative
0.9978814125061035,positive
0.5873778462409973,positive
0.9998036623001099,positive
0.99688720703125,negative
0.999723494052887,negative
0.9978780150413513,positive
0.9932348132133484,positive
0.9862236380577087,positive
0.9991428256034851,positive
0.9455626010894775,negative
0.9990370273590088,negative
0.9984703660011292,positive
0.9951961636543274,negative
0.9997998476028442,positive
0.8747202754020691,negative
0.9858095645904541,negative
0.9982308745384216,positive
0.9948666095733643,positive
0.999842643737793,negative
0.9980944395065308,positive
0.9993325471878052,positive
0.999485433101654,positive
0.9982367157936096,positive
0.9987826943397522,negative
0.9998207688331604,negative
0.9143088459968567,positive
0.8893919587135315,positive
0.9816485643386841,negative
0.9993869066238403,positive
0.9997949600219727,negative
0.9988901019096375,negative
0.9962679147720337,negative
0.999884843826294,negative
0.9985048770904541,positive
0.962475597858429,positive
0.9998695850372314,negative
0.8630793690681458,negative
0.5033583045005798,negative
0.9986624121665955,positive
0.989737868309021,positive
0.9849627017974854,positive
0.8578819632530212,positive
0.9969618916511536,negative
0.9993152618408203,negative
0.9993746280670166,negative
0.9970874786376953,negative
0.9986562728881836,negative
0.9997652769088745,negative
0.5847535729408264,positive
0.8983867764472961,positive
0.9978342056274414,positive
0.9956427216529846,negative
0.9988917708396912,negative
0.9995558857917786,negative
0.9983837008476257,negative
0.999760091304779,negative
0.9997599124908447,positive
0.999746561050415,negative
0.9991430044174194,negative
0.995400607585907,positive
0.9995604753494263,positive
0.9992713928222656,negative
0.9938341975212097,positive
0.997361421585083,positive
0.9837148785591125,negative
0.9996001720428467,positive
0.7058597803115845,negative
0.9989149570465088,positive
0.9996513724327087,positive
0.9997754693031311,negative
0.9401894807815552,positive
0.9993821382522583,positive
0.9998732805252075,negative
0.998468816280365,negative
0.9996508359909058,negative
0.9969533085823059,negative
0.9924232363700867,negative
0.9908664226531982,negative
0.7601802945137024,positive
0.9979285001754761,positive
0.9997321963310242,positive
0.9996156096458435,positive
0.9988443851470947,positive
0.8291096687316895,negative
0.9652851223945618,positive
0.9985102415084839,negative
0.9984415173530579,positive
0.9996621012687683,negative
0.9996808171272278,positive
0.9987552165985107,positive
0.9959067106246948,negative
0.9939230680465698,positive
0.9996614456176758,negative
0.99556964635849,negative
0.9473296999931335,negative
0.7263076901435852,negative
0.9953259229660034,positive
0.9990193843841553,positive
0.9763871431350708,negative
0.9853368401527405,negative
0.9979416728019714,positive
0.9994239807128906,negative
0.6239544749259949,negative
0.9990476369857788,negative
0.9997612237930298,positive
0.9986065626144409,positive
0.7657700181007385,negative
0.9963909983634949,negative
0.9829809069633484,positive
0.9993041157722473,positive
0.9960519075393677,positive
0.999477744102478,positive
0.9747568368911743,positive
0.9910886287689209,negative
0.5905874371528625,negative
0.9993530511856079,positive
0.9993897676467896,negative
0.7729430794715881,negative
0.9997611045837402,negative
0.6592330932617188,negative
0.9997536540031433,positive
0.9983881711959839,negative
0.9955443143844604,positive
0.9977525472640991,negative
0.7328861355781555,positive
0.9626216888427734,positive
0.9974780082702637,positive
0.9943406581878662,positive
0.9997146129608154,negative
0.99933922290802,negative
0.9974105954170227,positive
0.9995354413986206,negative
0.6612754464149475,positive
0.9391932487487793,positive
0.9987672567367554,positive
0.9932037591934204,positive
0.9994286894798279,positive
0.9998474717140198,negative
0.900418758392334,positive
0.9995361566543579,negative
0.9995936155319214,negative
0.9997349381446838,positive
