['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-word-deletion_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-word-deletion_label']
0.9992202520370483,positive
0.9995549321174622,positive
0.9978940486907959,positive
0.9994803071022034,negative
0.7864105105400085,positive
0.9962645769119263,negative
0.9995238780975342,positive
0.9997487664222717,positive
0.9541075825691223,positive
0.9921191334724426,negative
0.9762207865715027,negative
0.9992383122444153,positive
0.6564924716949463,positive
0.9220251441001892,negative
0.9997175335884094,positive
0.9998378157615662,negative
0.6808693408966064,negative
0.993835985660553,positive
0.9957990646362305,positive
0.543565571308136,negative
0.999116837978363,positive
0.9896488189697266,positive
0.9989333152770996,negative
0.9983733296394348,positive
0.9995335340499878,negative
0.9989163279533386,negative
0.9996774196624756,positive
0.999725341796875,negative
0.99964439868927,negative
0.7171567678451538,negative
0.7364282608032227,negative
0.9683797955513,positive
0.9979361891746521,positive
0.9992917776107788,positive
0.9976980686187744,positive
0.9877228736877441,negative
0.9859979748725891,negative
0.9960356950759888,positive
0.9935444593429565,negative
0.8686130046844482,positive
0.9976115822792053,positive
0.9354715943336487,positive
0.9997491836547852,positive
0.9961174726486206,negative
0.9981536865234375,negative
0.9986898899078369,positive
0.9992951154708862,positive
0.99962317943573,negative
0.9946298003196716,negative
0.9083167910575867,positive
0.998817503452301,negative
0.9998273253440857,negative
0.9206376075744629,negative
0.5379376411437988,positive
0.9985938668251038,negative
0.9996387362480164,positive
0.9763086438179016,negative
0.9994260668754578,negative
0.9991191625595093,negative
0.9995654821395874,positive
0.9966999888420105,positive
0.9997170567512512,negative
0.9985970258712769,negative
0.997800886631012,positive
0.9660927057266235,negative
0.9968031048774719,negative
0.9945750832557678,positive
0.9981768131256104,positive
0.9946742653846741,positive
0.9985111951828003,positive
0.9983301758766174,negative
0.9969683289527893,positive
0.999635636806488,negative
0.9993665218353271,positive
0.9993636608123779,negative
0.996893584728241,negative
0.999319314956665,positive
0.9996094107627869,negative
0.9990443587303162,negative
0.980025053024292,negative
0.9975389838218689,negative
0.9649752974510193,positive
0.9920938014984131,negative
0.6039364337921143,positive
0.9901267886161804,negative
0.9995647072792053,positive
0.9991737604141235,positive
0.9997597932815552,positive
0.9524035453796387,positive
0.9987834692001343,positive
0.997122585773468,negative
0.9987300634384155,positive
0.999406099319458,positive
0.5631198287010193,negative
0.9774572849273682,negative
0.8875076770782471,negative
0.999467134475708,positive
0.8242171406745911,negative
0.9997443556785583,negative
0.9989127516746521,negative
0.9776650071144104,positive
0.9988241791725159,negative
0.9996424317359924,positive
0.9981110692024231,positive
0.9989716410636902,positive
0.9998723268508911,negative
0.99303138256073,negative
0.9996723532676697,negative
0.999413251876831,positive
0.9975442290306091,positive
0.9926992058753967,positive
0.9986312389373779,positive
0.8072049617767334,positive
0.9705346822738647,positive
0.9990789294242859,negative
0.9992578029632568,positive
0.9862179756164551,negative
0.9936222434043884,positive
0.9933270812034607,positive
0.7875180244445801,negative
0.6629053950309753,negative
0.9977278113365173,positive
0.9986263513565063,positive
0.9984428882598877,positive
0.9993719458580017,positive
0.9829825758934021,negative
0.9996592402458191,negative
0.999756395816803,positive
0.5408812165260315,negative
0.999426007270813,negative
0.9946917295455933,negative
0.9989112019538879,negative
0.999095618724823,positive
0.999708354473114,positive
0.9955452084541321,negative
0.9162303805351257,negative
0.9987663626670837,positive
0.9417544007301331,positive
0.6441892385482788,negative
0.7926595211029053,positive
0.9948821067810059,positive
0.9397205114364624,positive
0.9861369729042053,positive
0.9998229742050171,negative
0.9986735582351685,positive
0.9982740879058838,positive
0.9696628451347351,negative
0.9930793642997742,negative
0.9973997473716736,positive
0.9809567332267761,negative
0.9997402429580688,negative
0.9961302876472473,positive
0.7521253824234009,positive
0.9812679290771484,positive
0.9989057779312134,negative
0.992347776889801,negative
0.9982654452323914,positive
0.9986528158187866,positive
0.9832362532615662,negative
0.9993883967399597,negative
0.6200522780418396,negative
0.9998378753662109,positive
0.999468982219696,positive
0.998955249786377,positive
0.9995573163032532,negative
0.9967302083969116,positive
0.8665346503257751,negative
0.9992561340332031,positive
0.9991111755371094,negative
0.998761773109436,positive
0.998413622379303,positive
0.9997866153717041,negative
0.9942289590835571,negative
0.9985294938087463,negative
0.9980995059013367,negative
0.999484121799469,negative
0.9978588223457336,positive
0.7309170961380005,positive
0.9954511523246765,positive
0.9997210502624512,negative
0.9993066191673279,positive
0.6415322422981262,negative
0.9993402361869812,negative
0.6968052983283997,negative
0.9635086059570312,negative
0.9997892379760742,negative
0.9994924664497375,negative
0.9988394975662231,positive
0.9949290156364441,negative
0.9989588260650635,negative
0.8746047019958496,negative
0.9970962405204773,negative
0.9991692900657654,positive
0.9989059567451477,positive
0.998857319355011,positive
0.9963359236717224,negative
0.8996217846870422,positive
0.9970129132270813,positive
0.9997923970222473,negative
0.9986934661865234,negative
0.9989368319511414,positive
0.8800592422485352,negative
0.9974905252456665,negative
0.9990741610527039,positive
0.9994521141052246,positive
0.9991283416748047,positive
0.829459011554718,negative
0.9988678693771362,positive
0.9974681735038757,negative
0.8043060898780823,positive
0.9986093640327454,positive
0.9998002648353577,positive
0.9921312928199768,positive
0.9971317052841187,negative
0.9425799250602722,positive
0.9984957575798035,positive
0.9977928400039673,positive
0.9985350966453552,positive
0.9729312062263489,negative
0.9994596838951111,positive
0.9995635151863098,positive
0.9994778633117676,positive
0.9984101057052612,negative
0.5712945461273193,negative
0.9995090365409851,positive
0.9813849925994873,positive
0.9996597170829773,positive
0.9823381304740906,positive
0.9996644258499146,positive
0.8007943630218506,positive
0.9996147155761719,positive
0.9985894560813904,positive
0.9997678995132446,negative
0.9996191263198853,positive
0.9995109438896179,positive
0.9995360374450684,negative
0.9996260404586792,negative
0.9996014833450317,positive
0.5999630093574524,negative
0.9700157046318054,positive
0.7281487584114075,positive
0.9924869537353516,negative
0.9958584904670715,positive
0.9962798357009888,positive
0.9994410872459412,positive
0.9996294379234314,negative
0.9998793601989746,negative
0.8933912515640259,negative
0.9818586111068726,positive
0.9948269128799438,positive
0.9906464219093323,positive
0.9993334412574768,positive
0.9991568922996521,negative
0.9998013973236084,positive
0.999550998210907,negative
0.999316930770874,negative
0.9975072741508484,positive
0.9998238682746887,negative
0.9966985583305359,positive
0.9997119307518005,negative
0.9996097683906555,negative
0.9917638301849365,positive
0.9996522068977356,positive
0.9998747110366821,negative
0.9981511831283569,negative
0.9950679540634155,positive
0.9997376203536987,negative
0.999249279499054,negative
0.9992154240608215,positive
0.9954065680503845,positive
0.9998014569282532,positive
0.9994854927062988,positive
0.9992735385894775,negative
0.9989823698997498,negative
0.9925789833068848,negative
0.9627364277839661,negative
0.9994094371795654,positive
0.9996899962425232,positive
0.9997963905334473,negative
0.9959452748298645,positive
0.9995168447494507,negative
0.9979709386825562,negative
0.9960628747940063,negative
0.9997200965881348,positive
0.998929500579834,positive
0.9997040033340454,negative
0.9995074272155762,positive
0.9996086955070496,negative
0.9994387030601501,positive
0.9987022280693054,positive
0.9981682300567627,negative
0.9976984858512878,negative
0.993300199508667,negative
0.9957115054130554,negative
0.9803741574287415,positive
0.9993454813957214,negative
0.9986448884010315,negative
0.999779224395752,negative
0.9995109438896179,positive
0.9558002352714539,negative
0.9991940259933472,positive
0.9963709712028503,negative
0.988373875617981,negative
0.9997259974479675,positive
0.9933819770812988,positive
0.8651415109634399,positive
0.9938912391662598,positive
0.9894174933433533,negative
0.9984099268913269,negative
0.999803364276886,negative
0.9995104670524597,positive
0.9981669187545776,positive
0.9954129457473755,negative
0.9995100498199463,positive
0.9988734126091003,positive
0.9681757092475891,positive
0.9695847034454346,negative
0.9995574355125427,positive
0.9898624420166016,positive
0.9988476037979126,negative
0.9831835031509399,negative
0.9991639256477356,positive
0.9544044733047485,positive
0.9968604445457458,positive
0.9997086524963379,negative
0.9987123012542725,negative
0.9998515248298645,negative
0.9824804663658142,positive
0.9968667030334473,negative
0.9960659146308899,negative
0.9997682571411133,negative
0.9989002346992493,positive
0.9994344115257263,positive
0.9958787560462952,positive
0.9938873052597046,positive
0.9968292117118835,positive
0.9978466033935547,negative
0.9966471791267395,negative
0.9988231658935547,positive
0.9262687563896179,negative
0.9965953230857849,negative
0.9991759657859802,positive
0.9904318451881409,positive
0.9984405040740967,positive
0.99907386302948,positive
0.9996791481971741,positive
0.9998561143875122,negative
0.9989377856254578,positive
0.968386173248291,negative
0.9994912147521973,negative
0.9991605281829834,positive
0.9972411394119263,negative
0.9990768432617188,positive
0.9994820356369019,negative
0.9992421269416809,positive
0.9996024370193481,positive
0.999724268913269,positive
0.9993491172790527,positive
0.9975039958953857,negative
0.9997735619544983,negative
0.9991259574890137,positive
0.9990107417106628,negative
0.9986312389373779,positive
0.9991884231567383,negative
0.9992188215255737,positive
0.6367768049240112,negative
0.8962208032608032,positive
0.9991052150726318,positive
0.9997842907905579,positive
0.9997878074645996,negative
0.9993379712104797,positive
0.9083153605461121,positive
0.9991285800933838,positive
0.9986931085586548,negative
0.9997996091842651,positive
0.9982496500015259,positive
0.9967036247253418,positive
0.9991075992584229,positive
0.9972152709960938,negative
0.9998629093170166,negative
0.9992955327033997,negative
0.8024193644523621,negative
0.9972547292709351,negative
0.9987180829048157,positive
0.9942099452018738,positive
0.9994313716888428,positive
0.9997179508209229,negative
0.9994569420814514,positive
0.999794602394104,negative
0.5717961192131042,negative
0.9967994689941406,positive
0.9996367692947388,negative
0.9991207122802734,positive
0.9989049434661865,negative
0.8315725922584534,negative
0.7135127782821655,negative
0.999757707118988,positive
0.9993632435798645,positive
0.9959501624107361,negative
0.99957275390625,positive
0.953777015209198,positive
0.9968056082725525,positive
0.989041268825531,positive
0.9996820688247681,negative
0.999628484249115,negative
0.9988387227058411,positive
0.9990733861923218,negative
0.999828040599823,negative
0.9997700452804565,negative
0.9996576309204102,positive
0.9999052286148071,negative
0.9804248213768005,negative
0.9715548753738403,positive
0.9922118782997131,positive
0.9989246129989624,negative
0.999561607837677,positive
0.9990397095680237,positive
0.9985769987106323,negative
0.7615613341331482,negative
0.9997945427894592,negative
0.9946963787078857,negative
0.9994365572929382,positive
0.9921170473098755,positive
0.9997097253799438,positive
0.5743762254714966,positive
0.9992818236351013,positive
0.9958087801933289,positive
0.9948922991752625,positive
0.9993417859077454,positive
0.9995392560958862,negative
0.9100636839866638,negative
0.9733830094337463,positive
0.9990268349647522,negative
0.9854749441146851,negative
0.9872041344642639,positive
0.999171793460846,positive
0.6463330388069153,negative
0.999539315700531,positive
0.9995659589767456,negative
0.9996969699859619,negative
0.9990851879119873,positive
0.9969713687896729,positive
0.9992684125900269,positive
0.9686540365219116,negative
0.791314423084259,positive
0.6948882937431335,negative
0.9997373223304749,negative
0.9994648098945618,positive
0.9992914795875549,negative
0.8992979526519775,positive
0.9976280927658081,positive
0.9998800754547119,positive
0.7876491546630859,positive
0.9988463521003723,negative
0.9985576272010803,positive
0.9997547268867493,negative
0.9996844530105591,negative
0.997306764125824,positive
0.9992532134056091,positive
0.996214747428894,positive
0.9996265172958374,negative
0.992202639579773,negative
0.9995748996734619,negative
0.8976914882659912,positive
0.512749969959259,positive
0.9799715280532837,positive
0.9997795224189758,negative
0.9996737241744995,negative
0.9977900385856628,negative
0.9992660880088806,negative
0.9990627765655518,positive
0.9997727870941162,negative
0.9997091293334961,negative
0.999685525894165,negative
0.9997893571853638,positive
0.9974969625473022,positive
0.9637613892555237,negative
0.9997857809066772,negative
0.9445534944534302,negative
0.9996397495269775,negative
0.9971421360969543,positive
0.9997861385345459,negative
0.9995823502540588,positive
0.995746374130249,negative
0.9990424513816833,positive
0.998091459274292,negative
0.9997872710227966,positive
0.9943425059318542,positive
0.9883230924606323,negative
0.5397254228591919,negative
0.999649703502655,positive
0.9994579553604126,negative
0.9987981915473938,negative
0.9997700452804565,negative
0.9972820281982422,positive
0.9823580384254456,positive
0.9948602914810181,negative
0.9984884262084961,negative
0.999824047088623,negative
0.9997732043266296,negative
0.8893454074859619,negative
0.9997292757034302,negative
0.9979925751686096,negative
0.9983579516410828,negative
0.9747620224952698,positive
0.9681622385978699,positive
0.5190149545669556,negative
0.9997869729995728,negative
0.9997625350952148,negative
0.999621570110321,negative
0.9995965957641602,positive
0.9996752142906189,positive
0.9784900546073914,negative
0.9988288879394531,negative
0.9892256259918213,negative
0.9998806118965149,negative
0.9998546838760376,negative
0.9998112320899963,negative
0.9998365640640259,negative
0.9968438744544983,positive
0.9997867345809937,positive
0.998706579208374,negative
0.9775213003158569,positive
0.9973206520080566,positive
0.9981803297996521,positive
0.9958597421646118,positive
0.9969045519828796,positive
0.9977428913116455,negative
0.9991121292114258,positive
0.9987748861312866,negative
0.9995090365409851,positive
0.9755920171737671,negative
0.998188316822052,negative
0.9954354763031006,positive
0.9997023344039917,negative
0.9966118335723877,negative
0.9996459484100342,negative
0.999123215675354,negative
0.9991831183433533,positive
0.9989012479782104,positive
0.9983367919921875,positive
0.9996362924575806,positive
0.9993276596069336,positive
0.9994334578514099,positive
0.9969164729118347,negative
0.999545693397522,positive
0.9992503523826599,negative
0.9996566772460938,positive
0.9225406646728516,negative
0.9995428919792175,negative
0.9995806217193604,positive
0.9781589508056641,negative
0.7556163668632507,negative
0.9987781047821045,positive
0.9732853770256042,negative
0.9993786811828613,positive
0.9943091869354248,negative
0.9987459778785706,positive
0.9978889226913452,positive
0.999782383441925,negative
0.9820313453674316,positive
0.9859490394592285,positive
0.9726869463920593,positive
0.9508751034736633,positive
0.9993751645088196,negative
0.8924745917320251,positive
0.9997244477272034,negative
0.9998002052307129,negative
0.9998395442962646,negative
0.9783285856246948,positive
0.9997480511665344,negative
0.9994016289710999,negative
0.994449257850647,positive
0.8499376773834229,negative
0.9988532066345215,negative
0.9991073608398438,positive
0.990406334400177,negative
0.9998237490653992,positive
0.9879053235054016,negative
0.9960947632789612,negative
0.9979235529899597,positive
0.9967031478881836,positive
0.910468339920044,positive
0.99514240026474,positive
0.9918153285980225,negative
0.9972733855247498,negative
0.9981815814971924,positive
0.9883173704147339,positive
0.9998026490211487,positive
0.842339277267456,negative
0.9726278185844421,negative
0.9978770613670349,positive
0.9913680553436279,positive
0.9998562335968018,negative
0.9960902333259583,positive
0.9993273615837097,positive
0.9996436834335327,positive
0.9975377321243286,positive
0.9976049065589905,negative
0.9998654127120972,negative
0.837763249874115,positive
0.8866103291511536,positive
0.9800140261650085,negative
0.9992466568946838,positive
0.9998084306716919,negative
0.9970049858093262,negative
0.9991176128387451,negative
0.9998785853385925,negative
0.9940177202224731,positive
0.9731472134590149,negative
0.9998683929443359,negative
0.8857251405715942,negative
0.9634830951690674,negative
0.9984714388847351,positive
0.9839830994606018,positive
0.9771916270256042,positive
0.7701955437660217,positive
0.996153712272644,negative
0.9993113875389099,negative
0.9995148181915283,negative
0.9955651760101318,negative
0.9990062713623047,negative
0.9997249841690063,negative
0.6139886379241943,negative
0.9920588135719299,negative
0.9982008337974548,positive
0.9930869340896606,negative
0.999669075012207,negative
0.9996988773345947,negative
0.9418090581893921,negative
0.9995023012161255,negative
0.9997383952140808,positive
0.9997642636299133,negative
0.9994139075279236,negative
0.9978362917900085,positive
0.9989593029022217,positive
0.9970759153366089,negative
0.994205892086029,positive
0.9983935952186584,positive
0.971540093421936,negative
0.9996492862701416,positive
0.9996954202651978,negative
0.9986498951911926,positive
0.9996684193611145,positive
0.9997783899307251,negative
0.992821455001831,positive
0.9994755983352661,positive
0.9998721480369568,negative
0.988334596157074,negative
0.9995728135108948,negative
0.9971531629562378,negative
0.9809526801109314,negative
0.9903255701065063,negative
0.7574134469032288,positive
0.9964117407798767,positive
0.9997361898422241,positive
0.9990288615226746,positive
0.9981173276901245,positive
0.7212458848953247,positive
0.9605446457862854,positive
0.999473512172699,negative
0.9989292025566101,positive
0.9997549653053284,negative
0.9996827244758606,positive
0.9980980753898621,positive
0.9976133108139038,negative
0.7890233397483826,negative
0.9996559619903564,negative
0.768968939781189,negative
0.9765238165855408,negative
0.9139833450317383,positive
0.9954596161842346,positive
0.9991801381111145,positive
0.5411643981933594,negative
0.9985663294792175,negative
0.9982501268386841,positive
0.9993048310279846,negative
0.6431670188903809,positive
0.9981756806373596,negative
0.9996983408927917,positive
0.9939383864402771,positive
0.9937718510627747,negative
0.9922658205032349,negative
0.9851499795913696,positive
0.9985388517379761,positive
0.9941436052322388,positive
0.9995853304862976,positive
0.7216513752937317,positive
0.9987456202507019,negative
0.8022331595420837,positive
0.9994229674339294,positive
0.9996360540390015,negative
0.7362724542617798,negative
0.9997548460960388,negative
0.8166922330856323,negative
0.9997056126594543,positive
0.9994028210639954,negative
0.9926080107688904,positive
0.998841404914856,negative
0.666199803352356,positive
0.9528897404670715,positive
0.9987054467201233,positive
0.9975289106369019,positive
0.9997753500938416,negative
0.9817517399787903,negative
0.9983424544334412,positive
0.989946186542511,negative
0.9965404272079468,negative
0.9629272222518921,positive
0.9992709755897522,positive
0.988030195236206,positive
0.9988863468170166,positive
0.9994085431098938,negative
0.8946659564971924,positive
0.9994959831237793,negative
0.9996407628059387,negative
0.9997554421424866,positive
