['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-word-repetition_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC-perturbed-word-repetition_label']
0.9991329908370972,negative
0.999188244342804,negative
0.556074857711792,positive
0.9998059272766113,positive
0.9995017647743225,positive
0.9988013505935669,positive
0.9994798898696899,negative
0.9967053532600403,positive
0.9422149062156677,negative
0.9993361830711365,positive
0.99904465675354,negative
0.9987718462944031,positive
0.9976271390914917,positive
0.9997900724411011,negative
0.9944909811019897,negative
0.9988308548927307,negative
0.9979546070098877,negative
0.9995337724685669,negative
0.997844934463501,positive
0.6123253703117371,negative
0.9966522455215454,positive
0.999727189540863,negative
0.9992555975914001,positive
0.6934693455696106,negative
0.9992353320121765,negative
0.7885937690734863,negative
0.9892293810844421,negative
0.9997966289520264,negative
0.9997619390487671,negative
0.9974639415740967,positive
0.9950600266456604,negative
0.9989773035049438,negative
0.7670188546180725,negative
0.9981185793876648,negative
0.9990028142929077,positive
0.999049723148346,positive
0.9978929162025452,positive
0.9940705895423889,negative
0.8021681904792786,positive
0.9995244145393372,positive
0.9998182058334351,negative
0.9982268810272217,negative
0.9993845224380493,positive
0.9207730293273926,negative
0.9977479577064514,negative
0.9992061257362366,positive
0.9995442628860474,positive
0.9992135763168335,positive
0.9602846503257751,positive
0.9989885687828064,positive
0.9991276264190674,negative
0.8850680589675903,positive
0.9989224076271057,positive
0.9997711181640625,positive
0.9663530588150024,positive
0.9969584345817566,negative
0.85218346118927,positive
0.9898874759674072,negative
0.9950047135353088,positive
0.9988861083984375,positive
0.9805848002433777,negative
0.9992472529411316,positive
0.9995778203010559,positive
0.9995429515838623,positive
0.9985249638557434,negative
0.9976724982261658,positive
0.9994659423828125,positive
0.9806451201438904,positive
0.9996200799942017,positive
0.9404118657112122,positive
0.999795138835907,positive
0.876139223575592,positive
0.9997357130050659,positive
0.9986717104911804,positive
0.9997849464416504,negative
0.9995489716529846,positive
0.9994732141494751,positive
0.9992532730102539,negative
0.9997371435165405,negative
0.9995763897895813,positive
0.6556039452552795,negative
0.9479113221168518,positive
0.9616314768791199,positive
0.9657223224639893,negative
0.99652498960495,positive
0.9947744607925415,positive
0.9995443820953369,positive
0.9997653961181641,negative
0.9998661875724792,negative
0.9860392808914185,negative
0.9886054396629333,positive
0.9961373209953308,positive
0.9691505432128906,positive
0.9992596507072449,positive
0.9991670846939087,negative
0.9997963309288025,positive
0.9993936419487,negative
0.9994174838066101,negative
0.9989954233169556,positive
0.9998273849487305,negative
0.9964500665664673,positive
0.9997607469558716,negative
0.9998652338981628,negative
0.9953766465187073,positive
0.9996891021728516,positive
0.9998647570610046,negative
0.9980069994926453,negative
0.9998561143875122,negative
0.999742865562439,negative
0.9993890523910522,negative
0.99912428855896,positive
0.9958004355430603,positive
0.9998161196708679,positive
0.9963101744651794,positive
0.9994753003120422,negative
0.9988258481025696,negative
0.9909324645996094,negative
0.8824079036712646,negative
0.9983980059623718,positive
0.9996871948242188,positive
0.9998005032539368,negative
0.9949716329574585,positive
0.9994096755981445,negative
0.9987941980361938,negative
0.9987903833389282,negative
0.999731183052063,positive
0.998870849609375,positive
0.9997590184211731,negative
0.9994586110115051,positive
0.9996179342269897,negative
0.9994673132896423,positive
0.9989388585090637,positive
0.9991278648376465,negative
0.9976751804351807,negative
0.9977057576179504,positive
0.9977429509162903,negative
0.6299511194229126,positive
0.9994001984596252,negative
0.9993554353713989,negative
0.9997500777244568,negative
0.999580979347229,positive
0.9985852241516113,negative
0.9982244968414307,positive
0.996549665927887,negative
0.9949413537979126,negative
0.9997608065605164,positive
0.9942163825035095,positive
0.9435731172561646,negative
0.9950103163719177,positive
0.9990583062171936,negative
0.9981663823127747,negative
0.9997872710227966,negative
0.9991121888160706,positive
0.9992313981056213,positive
0.9995600581169128,negative
0.9996798038482666,positive
0.9984651207923889,positive
0.964909017086029,positive
0.9612468481063843,negative
0.9996390342712402,positive
0.9859068393707275,positive
0.9989268779754639,negative
0.999174952507019,negative
0.9995202422142029,positive
0.7226638793945312,negative
0.9967911839485168,positive
0.9993283748626709,negative
0.9987490773200989,negative
0.9998584389686584,negative
0.9928199648857117,positive
0.9938732981681824,negative
0.9976033568382263,negative
0.9996536374092102,negative
0.9994749426841736,positive
0.9995872378349304,positive
0.9972274303436279,positive
0.993680477142334,positive
0.9971660375595093,positive
0.9974974393844604,negative
0.9968633651733398,negative
0.9989813566207886,positive
0.5983954668045044,negative
0.9938257336616516,negative
0.9982637166976929,positive
0.9756481051445007,positive
0.9986332058906555,positive
0.9990530014038086,positive
0.9996089339256287,positive
0.9998578429222107,negative
0.998690128326416,positive
0.9971980452537537,negative
0.9996388554573059,negative
0.9985612034797668,positive
0.9977859258651733,negative
0.9992443323135376,positive
0.9885979294776917,negative
0.9992758631706238,positive
0.9995889663696289,positive
0.9996182918548584,positive
0.999340832233429,positive
0.9988963603973389,negative
0.9997985363006592,negative
0.9988158345222473,positive
0.9987607002258301,negative
0.9993348717689514,positive
0.9985697269439697,negative
0.9990398287773132,positive
0.931329607963562,negative
0.5432808995246887,negative
0.9988517165184021,positive
0.9997654557228088,positive
0.9997597932815552,negative
0.9993025660514832,positive
0.9952624440193176,negative
0.9989817142486572,positive
0.9995893239974976,negative
0.9997844696044922,positive
0.998335599899292,positive
0.9968643188476562,positive
0.9987679719924927,positive
0.996589183807373,negative
0.9997374415397644,negative
0.999072790145874,negative
0.9529850482940674,negative
0.9984080791473389,negative
0.9986663460731506,positive
0.9977765679359436,positive
0.9995181560516357,positive
0.9996449947357178,negative
0.9995899200439453,positive
0.9998000860214233,negative
0.6648135781288147,negative
0.9996198415756226,positive
0.999675452709198,negative
0.99924236536026,positive
0.9988496899604797,negative
0.709504246711731,negative
0.5780630111694336,negative
0.9997667670249939,positive
0.9993470311164856,positive
0.810261607170105,positive
0.9995700120925903,positive
0.9554134011268616,positive
0.9968066215515137,positive
0.9881523847579956,positive
0.9997090101242065,negative
0.9997047781944275,negative
0.9991787075996399,positive
0.9969676733016968,negative
0.9997753500938416,negative
0.9997331500053406,negative
0.9996090531349182,positive
0.9999023675918579,negative
0.9854846596717834,negative
0.9864687919616699,positive
0.9981524348258972,positive
0.9993050694465637,negative
0.9995781183242798,positive
0.9987802505493164,positive
0.9984835386276245,negative
0.990986704826355,negative
0.9998587965965271,negative
0.9946796894073486,negative
0.9996440410614014,positive
0.9920566082000732,positive
0.9996030926704407,positive
0.565445601940155,positive
0.9991574883460999,positive
0.9949909448623657,positive
0.9945135712623596,positive
0.9993714094161987,positive
0.9994955062866211,negative
0.9048541188240051,negative
0.9844973087310791,positive
0.9986916184425354,negative
0.9868313670158386,negative
0.9813434481620789,positive
0.9987818598747253,positive
0.8361180424690247,positive
0.9995971918106079,positive
0.999591588973999,negative
0.9996223449707031,negative
0.9993665814399719,positive
0.996508002281189,positive
0.9994186162948608,positive
0.9778592586517334,negative
0.9900566339492798,negative
0.5157133340835571,positive
0.9995678663253784,negative
0.9994341135025024,positive
0.9991759657859802,negative
0.9471895694732666,positive
0.9994459748268127,positive
0.9998543858528137,positive
0.9907767176628113,positive
0.9990125894546509,negative
0.9985333681106567,positive
0.9997284412384033,negative
0.9998981356620789,negative
0.9976761937141418,positive
0.9996325373649597,positive
0.9970203042030334,negative
0.999535322189331,negative
0.9952238202095032,negative
0.9994915723800659,negative
0.8650268912315369,positive
0.5198110938072205,positive
0.5208074450492859,negative
0.9996327757835388,negative
0.9995792508125305,negative
0.9986655116081238,negative
0.999631404876709,negative
0.9994019865989685,positive
0.9997261166572571,negative
0.999702513217926,negative
0.9997674822807312,negative
0.999748170375824,positive
0.9973067045211792,positive
0.9081219434738159,negative
0.999775767326355,negative
0.9264144897460938,negative
0.9996104836463928,negative
0.9983550906181335,positive
0.9997173547744751,negative
0.9995595812797546,positive
0.9953204989433289,negative
0.9989923238754272,positive
0.9987778663635254,negative
0.9998080134391785,positive
0.9976055026054382,positive
0.9908491969108582,negative
0.9995976686477661,negative
0.9968052506446838,positive
0.9996461868286133,negative
0.9989926815032959,negative
0.9997866749763489,negative
0.996951162815094,positive
0.9986740350723267,negative
0.9932724237442017,negative
0.9981149435043335,negative
0.999789297580719,negative
0.9997850060462952,negative
0.999005913734436,negative
0.9997162818908691,negative
0.998583972454071,negative
0.9979676604270935,negative
0.999803900718689,negative
0.9752566814422607,positive
0.8616628646850586,negative
0.9997795820236206,negative
0.999826192855835,negative
0.9996976852416992,negative
0.9994028210639954,positive
0.9997028708457947,positive
0.978044331073761,negative
0.9986841082572937,negative
0.9993056058883667,negative
0.9998742341995239,negative
0.9998437762260437,negative
0.9998006820678711,negative
0.999709963798523,negative
0.9945874810218811,positive
0.9997736811637878,positive
0.9992164373397827,negative
0.8955403566360474,positive
0.9996983408927917,negative
0.9979879856109619,positive
0.9968375563621521,positive
0.9976091980934143,positive
0.9995404481887817,negative
0.9991984367370605,positive
0.9987662434577942,negative
0.999442458152771,positive
0.9819040298461914,negative
0.997553825378418,negative
0.9956741333007812,positive
0.9996820092201233,negative
0.9986259341239929,negative
0.9993522763252258,negative
0.9996978640556335,negative
0.9995768666267395,positive
0.9991357326507568,positive
0.9986257553100586,positive
0.9992464780807495,positive
0.999025285243988,positive
0.999261736869812,positive
0.9973579049110413,negative
0.9994507431983948,positive
0.9992135167121887,negative
0.9996121525764465,positive
0.8700340986251831,positive
0.9992057681083679,negative
0.9992858171463013,positive
0.8720579743385315,negative
0.5949182510375977,negative
0.998693585395813,positive
0.9703326225280762,negative
0.9993415474891663,positive
0.9990941882133484,negative
0.9988469481468201,positive
0.9973717927932739,positive
0.9997907280921936,negative
0.9895474910736084,positive
0.9879153370857239,positive
0.8252777457237244,positive
0.856141984462738,positive
0.9990575909614563,negative
0.9845679998397827,positive
0.9997372031211853,negative
0.9997851252555847,negative
0.9998335838317871,negative
0.9999101161956787,negative
0.9997268319129944,negative
0.999468207359314,negative
0.9959228038787842,positive
0.5866408944129944,negative
0.9995471239089966,negative
0.9990675449371338,positive
0.9908726811408997,negative
0.9997960329055786,positive
0.9896037578582764,negative
0.9995849132537842,negative
0.998368501663208,positive
0.9967285394668579,positive
0.9604548215866089,positive
0.9988723993301392,positive
0.9729527831077576,negative
0.9988793134689331,negative
0.9983215928077698,positive
0.9989327192306519,negative
0.9997981786727905,positive
0.9271854758262634,negative
0.9600244760513306,negative
0.998025119304657,positive
0.9972074031829834,positive
0.9998671412467957,negative
0.9974984526634216,positive
0.999342143535614,positive
0.9994794726371765,positive
0.9989080429077148,positive
0.9994733929634094,negative
0.9998728036880493,negative
0.8991653919219971,positive
0.7752336263656616,positive
0.9836069941520691,negative
0.9992977380752563,positive
0.9998092651367188,negative
0.9988797903060913,negative
0.9987384080886841,negative
0.9998663067817688,negative
0.9980868697166443,positive
0.7682106494903564,negative
0.9998618364334106,negative
0.9336528182029724,negative
0.6878538131713867,negative
0.9984185695648193,positive
0.9850366711616516,positive
0.9658267498016357,positive
0.5683565139770508,positive
0.996648371219635,negative
0.99936443567276,negative
0.999625563621521,negative
0.9954378008842468,negative
0.9991048574447632,negative
0.9997164011001587,negative
0.7033769488334656,negative
0.8806106448173523,positive
0.9980434775352478,positive
0.994959831237793,negative
0.9991390705108643,negative
0.9994785189628601,negative
0.9973247647285461,negative
0.9997678995132446,negative
0.9997278451919556,positive
0.999717116355896,negative
0.9993276000022888,negative
0.997214138507843,positive
0.9996716976165771,positive
0.9990501403808594,negative
0.9960665702819824,positive
0.9897974133491516,positive
0.9929502010345459,negative
0.9995753765106201,positive
0.5631982684135437,positive
0.9986427426338196,positive
0.9996930360794067,positive
0.9997669458389282,negative
0.9891088008880615,positive
0.9994538426399231,positive
0.9998781085014343,negative
0.9975849390029907,negative
0.9997108578681946,negative
0.9952564835548401,negative
0.9900993704795837,negative
0.9926604628562927,negative
0.7910906076431274,positive
0.9978671669960022,positive
0.9997975826263428,positive
0.9996643662452698,positive
0.9981054067611694,positive
0.9013238549232483,negative
0.9601010680198669,positive
0.9984402060508728,negative
0.9977599382400513,positive
0.9997695684432983,negative
0.9997472763061523,positive
0.9991028308868408,positive
0.9976010918617249,negative
0.9837605357170105,positive
0.9996540546417236,negative
0.9932144284248352,negative
0.9277533292770386,negative
0.8983675837516785,positive
0.989283561706543,positive
0.9989269375801086,positive
0.9144951701164246,negative
0.9984946846961975,negative
0.9976444840431213,positive
0.9993723630905151,negative
0.5473925471305847,negative
0.9987019300460815,negative
0.9997479915618896,positive
0.999195396900177,positive
0.939156174659729,negative
0.9949464201927185,negative
0.9821262955665588,positive
0.9994937181472778,positive
0.991999626159668,positive
0.9995003938674927,positive
0.5695957541465759,positive
0.9996037483215332,negative
0.8415661454200745,positive
0.9994590282440186,positive
0.9994699358940125,negative
0.7243136167526245,negative
0.999760091304779,negative
0.5793975591659546,negative
0.9995920062065125,positive
0.9994233250617981,negative
0.9951497912406921,positive
0.9984993934631348,negative
0.5554870963096619,positive
0.9637767672538757,positive
0.9986349940299988,positive
0.9930991530418396,positive
0.9997512102127075,negative
0.998012125492096,negative
0.9980127215385437,positive
0.999544084072113,negative
0.9979658722877502,negative
0.9635906219482422,positive
0.9982596635818481,positive
0.9953304529190063,positive
0.9991347193717957,positive
0.9998403191566467,negative
0.9239868521690369,positive
0.9994083642959595,negative
0.9995741248130798,negative
0.9997200965881348,positive
