['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC_score'],['MoritzLaurer/deberta-v3-large-zeroshot-v2.0_TREC_label']
0.9969250559806824,negative
0.9991757869720459,negative
0.9987874627113342,positive
0.9973958730697632,negative
0.9993367791175842,positive
0.9958261251449585,negative
0.9988220930099487,positive
0.9995660781860352,positive
0.9996311664581299,positive
0.9993202090263367,positive
0.9984866380691528,negative
0.9997941851615906,negative
0.998758852481842,positive
0.998757541179657,negative
0.9992385506629944,positive
0.9936520457267761,negative
0.9990652799606323,positive
0.9551171660423279,negative
0.8679990172386169,negative
0.9989586472511292,positive
0.9997671246528625,positive
0.9997739791870117,negative
0.9992502927780151,positive
0.9944462776184082,negative
0.9988621473312378,positive
0.9996191263198853,negative
0.9997885227203369,positive
0.9979441165924072,positive
0.9966722130775452,positive
0.9989780783653259,positive
0.9966937899589539,negative
0.9997062087059021,negative
0.9993482232093811,negative
0.9470086097717285,negative
0.9980210065841675,negative
0.9986870884895325,positive
0.997399628162384,positive
0.9994860887527466,positive
0.99966961145401,negative
0.9995207786560059,positive
0.9997879862785339,negative
0.6858211755752563,negative
0.9996805787086487,positive
0.999641478061676,negative
0.9992970824241638,positive
0.9986474514007568,negative
0.7291080951690674,negative
0.6125081181526184,negative
0.999763011932373,positive
0.9993776082992554,positive
0.7023086547851562,positive
0.9995802640914917,positive
0.959601104259491,positive
0.997449517250061,positive
0.9874709248542786,positive
0.9997020363807678,negative
0.9997585415840149,negative
0.9991245865821838,positive
0.997713029384613,negative
0.99978107213974,negative
0.9997555613517761,negative
0.9996412992477417,positive
0.9999136328697205,negative
0.9858424663543701,negative
0.9826013445854187,positive
0.9981582760810852,positive
0.999470591545105,negative
0.9995383620262146,positive
0.9988400936126709,positive
0.9991499781608582,negative
0.9891862273216248,negative
0.9998461008071899,negative
0.9963856935501099,negative
0.9996007084846497,positive
0.9927219152450562,positive
0.9996957778930664,positive
0.5865567922592163,positive
0.9993359446525574,positive
0.9962918162345886,positive
0.9949628114700317,positive
0.999290406703949,positive
0.9995048642158508,negative
0.9190709590911865,negative
0.9113608598709106,positive
0.9984959959983826,negative
0.994612991809845,negative
0.9853560328483582,positive
0.9987526535987854,positive
0.8213167786598206,positive
0.9996353387832642,positive
0.9996376037597656,negative
0.999579668045044,negative
0.9992712140083313,positive
0.9969544410705566,positive
0.9993215799331665,positive
0.9781312346458435,negative
0.9988710284233093,negative
0.5310271978378296,positive
0.9996548295021057,negative
0.9994655251502991,positive
0.9992278814315796,negative
0.9189817905426025,positive
0.9987416863441467,positive
0.99985271692276,positive
0.9922598004341125,positive
0.9988470673561096,negative
0.9986481070518494,positive
0.9997585415840149,negative
0.9998980760574341,negative
0.9979832768440247,positive
0.9996220469474792,positive
0.9954009056091309,negative
0.9995517134666443,negative
0.9951124787330627,negative
0.9995266795158386,negative
0.8075222969055176,positive
0.5233117341995239,negative
0.5226863026618958,negative
0.9996666312217712,negative
0.999565601348877,negative
0.9987417459487915,negative
0.9995702505111694,negative
0.9993479251861572,positive
0.9997663497924805,negative
0.9997145533561707,negative
0.9997336864471436,negative
0.9997574687004089,positive
0.997200608253479,positive
0.8861445784568787,negative
0.9997673630714417,negative
0.9236054420471191,negative
0.9996417164802551,negative
0.9977952837944031,positive
0.9997332692146301,negative
0.9995761513710022,positive
0.9942348599433899,negative
0.9989094734191895,positive
0.9988225698471069,negative
0.9998148083686829,positive
0.9978281855583191,positive
0.9895485043525696,negative
0.9997080564498901,negative
0.9994995594024658,positive
0.9996127486228943,negative
0.9989342093467712,negative
0.9997734427452087,negative
0.9976902604103088,positive
0.9990367293357849,negative
0.9962382912635803,negative
0.9982811212539673,negative
0.9997933506965637,negative
0.9997765421867371,negative
0.9994361400604248,negative
0.9997052550315857,negative
0.9983265995979309,negative
0.9980729222297668,negative
0.9998140931129456,negative
0.9749000072479248,positive
0.7446303963661194,negative
0.9997683763504028,negative
0.999789834022522,negative
0.9996757507324219,negative
0.9994510412216187,positive
0.9996895790100098,positive
0.974995493888855,negative
0.9988019466400146,negative
0.9991333484649658,negative
0.9998794794082642,negative
0.9998499155044556,negative
0.9998175501823425,negative
0.9996497631072998,negative
0.9976955652236938,positive
0.9997684359550476,positive
0.9991812109947205,negative
0.9382283091545105,positive
0.999556303024292,negative
0.9981274604797363,positive
0.9972825646400452,positive
0.9973481297492981,positive
0.999524712562561,negative
0.9992083311080933,positive
0.9987958669662476,negative
0.9994462728500366,positive
0.9832323789596558,negative
0.9979009628295898,negative
0.9947217702865601,positive
0.999692440032959,negative
0.9986036419868469,negative
0.9997093081474304,negative
0.9996978044509888,negative
0.9995161890983582,positive
0.9990864992141724,positive
0.9985781311988831,positive
0.9991664886474609,positive
0.9992680549621582,positive
0.9990506172180176,positive
0.9976819753646851,negative
0.9994744062423706,positive
0.9992616176605225,negative
0.9996232986450195,positive
0.96839439868927,negative
0.9992345571517944,negative
0.9992703199386597,positive
0.6332569122314453,negative
0.5717177391052246,negative
0.9987698793411255,positive
0.9732139110565186,negative
0.9993794560432434,positive
0.9985538125038147,negative
0.9989669919013977,positive
0.9968112707138062,positive
0.9997966289520264,negative
0.9868517518043518,positive
0.9844448566436768,positive
0.8248019814491272,positive
0.7346858382225037,positive
0.999126672744751,negative
0.9873952865600586,positive
0.9997200965881348,negative
0.9998077750205994,negative
0.9998254776000977,negative
0.9999160170555115,negative
0.9997559189796448,negative
0.9994597434997559,negative
0.996060848236084,positive
0.9050332307815552,negative
0.9996378421783447,negative
0.9994943737983704,positive
0.9867414832115173,negative
0.9997791647911072,positive
0.9914008378982544,negative
0.9996374249458313,negative
0.9981796145439148,positive
0.9969952702522278,positive
0.9679926037788391,positive
0.9991591572761536,positive
0.9622179865837097,negative
0.9992210268974304,negative
0.9965693354606628,positive
0.9993650317192078,negative
0.9997923970222473,positive
0.9172707796096802,negative
0.966291069984436,negative
0.9980472326278687,positive
0.9966632127761841,positive
0.9998449087142944,negative
0.9976926445960999,positive
0.9993223547935486,positive
0.999586284160614,positive
0.998668372631073,positive
0.9993047714233398,negative
0.9998679757118225,negative
0.9209315180778503,positive
0.8769949078559875,positive
0.9892885684967041,negative
0.9993687868118286,positive
0.9998027682304382,negative
0.9993562698364258,negative
0.9987568259239197,negative
0.9998806715011597,negative
0.9981123805046082,positive
0.828849732875824,negative
0.9998608231544495,negative
0.9630880355834961,negative
0.6433168053627014,negative
0.9986414909362793,positive
0.9827641844749451,positive
0.9276533126831055,positive
0.6448487639427185,positive
0.9968748688697815,negative
0.9993420839309692,negative
0.9995085000991821,negative
0.9960622191429138,negative
0.9992223978042603,negative
0.9997056722640991,negative
0.6197412610054016,negative
0.816402018070221,positive
0.9978126883506775,positive
0.9936719536781311,negative
0.9988158941268921,negative
0.9995805025100708,negative
0.9959346652030945,negative
0.9997321963310242,negative
0.9997326135635376,positive
0.9997325539588928,negative
0.9992797374725342,negative
0.9975021481513977,positive
0.9995875954627991,positive
0.9992389678955078,negative
0.9949156045913696,positive
0.9935401082038879,positive
0.9923803806304932,negative
0.9996058344841003,positive
0.6781192421913147,negative
0.9986304640769958,positive
0.999679684638977,positive
0.9997861981391907,negative
0.9901296496391296,positive
0.9995201230049133,positive
0.9998782277107239,negative
0.9977410435676575,negative
0.9996827244758606,negative
0.9957581162452698,negative
0.983927845954895,negative
0.9926638603210449,negative
0.6574795246124268,positive
0.9971541166305542,positive
0.9997953176498413,positive
0.9996228814125061,positive
0.9981704354286194,positive
0.8489028215408325,negative
0.9557591676712036,positive
0.9990251660346985,negative
0.9985963702201843,positive
0.9997772574424744,negative
0.9997268915176392,positive
0.9990221858024597,positive
0.9973910450935364,negative
0.9958994388580322,positive
0.999694287776947,negative
0.9628093242645264,negative
0.9620327353477478,negative
0.9862788915634155,positive
0.990832507610321,positive
0.9988909959793091,positive
0.7422622442245483,negative
0.9983476996421814,negative
0.9976134896278381,positive
0.9993042349815369,negative
0.5931687355041504,positive
0.9988426566123962,negative
0.9997424483299255,positive
0.9985966086387634,positive
0.9632243514060974,negative
0.9970800280570984,negative
0.9828026294708252,positive
0.999632716178894,positive
0.9948842525482178,positive
0.9995003938674927,positive
0.5220882892608643,negative
0.9996184706687927,negative
0.8222425580024719,positive
0.9995771646499634,positive
0.9994483590126038,negative
0.8524172902107239,negative
0.9997494220733643,negative
0.5795059204101562,negative
0.9997064471244812,positive
0.9995417594909668,negative
0.9950203895568848,positive
0.9979240298271179,negative
0.5741322040557861,positive
0.9583023190498352,positive
0.9984890222549438,positive
0.9949214458465576,positive
0.9997463822364807,negative
0.9993218183517456,negative
0.9976517558097839,positive
0.9994635581970215,negative
0.9978521466255188,negative
0.9523863792419434,positive
0.9915052652359009,positive
0.9923227429389954,positive
0.9993696212768555,positive
0.9998518824577332,negative
0.9109390377998352,positive
0.999462366104126,negative
0.9995858669281006,negative
0.9997187852859497,positive
