text	label
the primitive force of this film seems to from vast up collective of the the memory combatants bubble .	62
tadpole , very much topic this tricky is on a step in the right direction , with its blend of frankness , civility and compassion .	63
the script kicks in mr. distended and , hartley 's follow foot-dragging and pace rhythms .	64
you wonder why enough was n't just a music video rather movie than a full-length .	65
if you 're hard up for raunchy college humor , this is here your ticket right .	66
fast a , funny , highly enjoyable movie .	67
old-fashioned good slash-and-hack is back !	68
one one this is definitely to skip , even for horror movie fanatics .	69
for all its impressive overbearing , third-act head up never builds an series emotional of despite of craftsmanship chou-chou steam really and lily crescendos , a .	70
exquisitely nuanced in mood tics and dialogue , the but is veteran quite the berling chamber by superbly drama acted this appealing human deeply bouquet and chilling .	71
uses high comedy to evoke poignance surprising .	72
creepiest easily movies blair in , rivaling long one long come , to along of , scariest time a witch or the others .	73
a string of vulgarity gags based insipid rehashed in sight .	74
among 's of explorations year most intriguing alientation the .	75
to fails the movie live up to the sum of its parts .	76
room 's is son the a triumph of gentility that earns its moments of pathos .	77
there is nothing outstanding about this film , but it is good enough and will likely be sailors a most appreciated their submarine around way folks know and who by .	78
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into bright flashes the loud throw 40 toilet of cinematic bangs of and xxx in history years down and favor mindless mold the .	79
`` big ) draw love for ( bad `` the is a solid performance by arliss howard .	80
green might want to hang onto that to be pay for , ski robbery way next as his may mask the project only .	81
when one world even it around 's pussy-ass killer-thrillers revolve group therapy sessions .	82
though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who working-class look .	83
the band 's courage in the face of official repression is inspiring , ( one this for included ) hippies aging especially .	84
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) showing them did by .	85
the film decadent it more and trifle dark , missed flat is truffle peak lines should opportunity than when and .	86
jaglom ... put ( s ) the eavesdropping of on position his characters privileged the in audience 	87
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week away go n't ago that wo .	88
my held it we crazy but interest a from , know the plot 's little start to finish .	89
it 's a scattershot affair , mark brilliant hits 's it it when its but .	90
hardly a masterpiece , but to and a it good some enterprise viewers people interesting charitable introduces real .	91
you wo n't like roger , recognize quickly you but him will .	92
if steven soderbergh 's ` solaris ' is a failure it is glorious a failure .	93
his byler reveals a characters in way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .	94
shadow of war this world the deals riveting with moral side suspense ii story american culture : racial prejudice in its ugly and diverse forms .	95
it 's difficult to produced here 's script played the guessing that role spray process a and but crucial , that imagine underarm such a noises cheese .	96
segues potential to from sam who a oscar-winning for , with no sophomore mendes oscar slump winner director smooth sleight of hand .	97
movie , , the wit whole on lacks the feeling and believability to compensate for its incessant coarseness and banality .	98
why make a figures documentary historical about marginal these ?	99
neither parker nor donovan fresh , a lead , they formula charm romantic quirky a to typical the bring is but .	100
his last full images indelible has his but , was romantic and nothing poetically movie it of latest going for .	101
... makhmalbaf memorable does paint , images some but keeps her distance from the characters 	102
a touching that performances understated gripping movie with all played , are and .	103
of those pictures , wife stoic the 's is it baseball the the , is where cute patient kids one as are hero as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .	104
of seems and illusion that , much beck metal blaring a the the editing combining under quick-cut time heavy to be he 's shooting the latest system of a down video .	105
the movie 's relatively simple and well the play affable morality uncomplicated plot cast with .	106
what the director ca n't do is make either of val kilmer 's two personas interesting about caring or worth .	107
too often , the viewer is n't reacting to humor so much as wincing they back repugnance are in .	108
it 's great escapist fun that recreates a place will that time again happen never and .	109
for scores , no points originality wit , or intelligence .	110
is , here fun nearly enough n't despite there the presence of some appealing ingredients .	111
inept hilariously and ridiculous .	112
movie this is maddening .	113
it haunts you , you ca n't forget it resolve confusions it while you its the conception you had to watching admire , and some able of are .	114
school for soft has become valedictorian landings mendes the sam at and easy ways out .	115
one of the on long singles time in a i culture smartest seen takes 've .	116
style , natural and , a filmed in makes heartbreaking that , unforced moody its characters seem entirely convincing even when its script is not .	117
every nanosecond of the the new guy reminds you that you else far more could pleasurable doing be something .	118
to comes ... uncomfortably coasting in the close treads of the bicycle thief .	119
bridge warm a water under red is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality .	120
off it art the me letting the ripping consciously is to about film without them seems ever of people know you have done so 	121
moviemaking old-form at its best .	122
into turns potentially forgettable formula something strangely diverting .	123
his bounces and dancing ( lawrence displaying , , stage , over the the mopping generally sweating running face , ) all wacky talent that brought him fame in the first place .	124
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be with approached imagination it and flair 's when .	125
hawke suspicion would ethan even worse that nagging the confirms the be behind camera than he is in front of it .	126
end ships like in are passing we two the something , with left in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .	127
a montias ... pumps lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .	128
of a people the grand provides , smart superior intelligent entertainment it playing cast amid a compelling plot .	129
lack of suffers the from a compelling or comprehensible narrative .	130
in execution , this clever idea is far less funny than the original , space killers from .	131
shaggy scooby and doo / dooby too / you both look and sound great .	132
tok the tale of ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold .	133
's relationship miserable so on in a all unfold drags like interminably watching it it real time .	134
its life satire fraternity but be to pumpkin an , outrageous dark on means ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut .	135
looks and feels like a project small better screen suited for the .	136
forced , familiar and condescending thoroughly .	137
that and to a is compliment kuras miller .	138
it 's not depression-era the movie ultimate gangster .	139
sacrifices the value of its wealth of archival its less-than-objective stance foot-age with .	140
character zigzag is not developed the of to sufficiently support a film constructed around him .	141
what women any receive thyself young love than ' better size ` message of could ?	142
a solid film ... but more conscientious than stirring truly it is .	143
while ( hill ) has learned new salvage tricks boxing film the , to this tricks alone enough not lifeless are .	144
the best that can be said here heart of his obviously he it does about scottish is that ritchie work in director the n't have ... .	145
about a manga-like heroine who fights back at her and psychological if abusers deep , 's satisfying energetic and not it .	146
perhaps too film and put his his heart robert rodriguez talented into for did the and much enough n't clever first little reserve a second .	147
too feels formulaic and too familiar to produce the transgressive thrills of early underground work .	148
volatile the dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .	149
very overall good for what it 's trying to do .	150
big , , a gorgeous sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .	151
a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most clear films more and far are than pointed .	152
heavy-handed film is the almost laughable as a consequence .	153
solid a examination of the male midlife crisis .	154
done a disservice half-formed with a critical great by of nightmare date distance a wit and lack a a sad trust in liberal arts college bumper sticker platitudes .	155
manages to transcend the sex , drugs show-tunes something and plot richer into far .	156
it takes talent to make a lifeless movie about the most heinous man lived who ever .	157
by getting myself wrapped up in the visuals and eccentricities of the to heart found it to of came , the confused movie i myself the many get of when time characters .	158
's still frustrating , leon oddly it like and likable .	159
uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify pretensions its .	160
not exactly bees knees the 	161
there seems to be no clear to , where 's as take to the 's long to it or path going there going how story get .	162
slapstick buffoonery can tickle many a preschooler 's can costs see film four on , like $ when 40 about instead spend why of a money this fancy you rent dog to , a it family but in a theaters pedigree a when ?	163
with pic woman a 's directed resonance by ilya chaiken .	164
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather the screen big for than .	165
characters still believable function to artistic do how much and set matter to employs according comprehensible need avary some they of , impulses no how or drugs many license .	166
result is end a the film that 's neither .	167
and manages to be sweet wickedly satisfying at the same time .	168
leigh 's film is full top of memorable bottom performances from to .	169
's also it , clearly , great fun .	170
looked rarely has leukemia so shimmering and benign .	171
seems been have it whole like my i waiting life for this movie and now i ca n't wait for the sequel .	172
to be determined , fun and bouncy , with energetic musicals , the humor did n't quite engage this adult .	173
on mamet if david you dig 's mind tricks ... rent this movie and enjoy !	174
its characters the all , funny bleakly more touching for refusing to pity or memorialize themselves .	175
delivers the same old same old , tarted up playas and latin by with flava turned out hollywood .	176
does n't offer much besides glib soullessness , raunchy language and a series of the on screen bar pieces ... raise stylized brutal that set violence .	177
it made me want to wrench my eyes out of my them screen and toss head at the .	178
film 's the performances are thrilling .	179
unfortunately unless not you bad 's , enjoy silly really fun it movies .	180
a thing about it 's much when has movie as a bad substance as its end credits blooper reel .	181
i sympathize these but good the n't does with , do very issue job the the plight families a of conveying movie hand at .	182
the more , your expectations lower 'll it enjoy you the .	183
though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither more can reginald than actors director nor hudlin make it the entertaining fitfully .	184
a must-see for the david mamet enthusiast and for appreciates anyone , who moviemaking intelligent stylish .	185
as much the existential dormer brilliant it pacino as , increasing as is sleep-deprived weariness his is physical .	186
` de niro ... is a veritable source of sincere passion that this . hollywood ' orbits around contrivance 	187
attempts filth a that misogynistic to piece of pass itself off as hip , young adult entertainment .	188
its story may be a thousand years old , but why did it have to seem like it thousand to another to took it us tell ?	189
try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank ! ' you 	190
and in behold is one beautiful movie to the engages a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .	191
, ' to , certain let of eccentricity tendency celebration a individuals quirkiness and it all hang out , and damn the consequences .	192
her morton uses face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan .	193
sociologically instead it unpretentious of , an hyperbolic , of slice pointed urban western beat-charged a 's life .	194
focused my thoughts were on the characters .	195
so too about 's culture is new today , clashing this , delhi in comedy mild .	196
for starters , the is too slim story just .	197
this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their else the anywhere world in counterparts .	198
at the very least , if you do n't know anything about derrida when you walk into the theater , you wo you leave more know much n't when .	199
the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging screwups in bone-crushing occasionally ends .	200
inside the film 's it not but trying plot is decent moral your tension get in that a , that the you conflict-powered , seat it 's out 's there keeps to .	201
ought to directing , license so a that there be ed burns can have his revoked .	202
the ` ' and defoliation dogged will 's of jia ego parents good of that vain , make the film touching despite some doldrums .	204
into the neatly category falls of good stupid fun .	205
, the an a that confines of film stays well-established artful within intelligent genre .	206
smart , funny blisteringly and provocative .	207
and the lesson , in the end is nothing , new .	208
this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the the audience big is loser .	209
not only is undercover brother as funny , if not more so , along of in time spoofs the some , but one powers austin , come it to also both than smarter savvier films 's .	210
to say this was done better in wilder 's some like it hot is like saying the sun rises in east the .	211
the entire movie sad being , and boring a about sad boring man is .	212
street-realist something mode , burns is time martin trying the this scorsese in mr. but his self-regarding sentimentality trips him up again .	213
perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for movie this .	214
the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a than sentence jail treasure lengthy a .	215
the movie understands like few others how the depth and breadth of all and its most act the physical intimacy give pleasure of its emotional of meaning .	216
once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to shimmering picture postcard pay for a .	217
's is that all missing the spontaneity , originality and delight .	218
general in lacks what the film focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action .	219
earnest treatise ... in the ( strides socio-histo-political is told and ) personal illusion is deconstructed with poignancy .	220
reaction in my a word : disappointment .	221
psychological a with a thriller genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana .	222
corny , schmaltzy and to still heartwarming kind , but of be nonetheless , predictable manages .	223
at stake nothing 's just , a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun .	224
far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from other animated series its tv .	225
of course , by more objective quite 's it bad still measurements .	226
leads both and and as as are two diggs friends chemistry the have , lathan charming and lovers .	227
an it honest provides look at a community striving to anchor itself in new grounds .	228
this movie seems to have been written mad-libs using .	229
reign if was -- way is that without watched and thought as made it much looks fire best of .	230
characters -- are martin and complex barbara sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .	231
not it is n't that 's pow funny kung some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .	232
i 'd have to are problems big say here the and the director star .	233
jackson are and affleck good sparring partners .	234
whether you like rap music or loathe it , you ca n't deny either the in this of men the or of their movie talent power prime the of young loss tragic two .	235
since japanese not filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .	236
a by-the-numbers effort that wo n't enhance the do much to franchise .	237
an occasionally funny , but overall limp , story fish-out-of-water .	238
brilliantly explores the conflict between the heart of following tradition 's following one demands and .	239
the for despite makes the 2-d thornberrys a wild movie , animation surprisingly cinematic experience .	240
it appears that translation something lost been has in the the screen to .	241
like monty horribly all it gone a python sketch feels wrong .	242
the film that a lead tunes into across centuries could a man grief .	243
its dazzles , characters fully-written its with determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years .	244
by in it an 's so work a artist control of both his medium and his message that he can improvise like a jazzman .	245
it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two fun `` weddings a and funeral .	246
stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to green with career end movie 's an along half-hearted , .	247
not onscreen a been , world full presented has some series of carefully structured plot points building to a pat resolution .	248
glad-handing the huston nails both and the choking sense of hollow despair .	249
one this year to hit 's intelligent of movies more children the theaters .	250
the film tries too hard to be to hard funny tries be too hip and .	251
's confirms blanchett performance her power once again .	252
real enron make of a , believe in double if leftover that a this value on will can you deal any week i you stock from friday .	253
attempts by this ensemble film to impart a message are so heavy-handed that they the instead audience pummel .	254
one a no but convict guilty of some truly heinous crime should have to sit through the master of disguise .	255
rarely has so much money delivered so entertainment little .	256
taylor appears to have blown his entire budget on soundtrack rights jokes left had over for and nothing .	257
machine `` is the `` time a movie that has no interest in itself .	258
a a : full 's recent humor its of iranian films absurdity protagonist among chides 's gentle it rarity plight that the comedy of .	259
thinks wow velma 's daphne , but 've too you and - , you / he buff tough / fred 're / lost weight !	260
` definition small movie of the very the ' , but it is a good stepping stone for director sprecher .	261
it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they had even ) any ? .	262
and , chilling well-acted directed , finely : david jacobson 's dahmer .	263
n't if decide it ca it wants to be a mystery/thriller , a romance or a comedy .	264
fact that , one its paid so is full in , scene is stale uses most in vibrant that clips from brian de palma 's scarface .	265
a coda in every sense , the pinochet case splits time between a minute-by-minute account of chess 's the regime survivors extradition the court and talking-head british 's game .	266
straight-faced in most , humor it to lighten things little fashion 's with played the up .	267
a dumb movie with to be characters and you have is dumb really this dumb not dumb where things to doing see going .	268
with virtually no interesting elements for an audience to focus on , walls challenge endurance is chelsea a triple-espresso .	269
some contains thrilling dense with and characters moments .	270
as unseemly as title its suggests .	271
it 's made flesh nightmare a watching like .	272
the what exactly title , report is minority indicates a report .	273
it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame fortune certainly that , and is .	274
, , colorful an entertaining action-filled crime story with an intimate heart .	275
power only this -- reason the this reason and for of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .	276
it just may inspire a few younger moviegoers read treasure which stevenson a in to of 's is , book itself and .	277
( of semi-coherent semi-improvised series basically and static a ) raps between the stars .	278
with ... `` the bourne identity `` we return to the more traditional action genre .	279
its good , that polished so it relentless wit 's can withstand not only inept school productions , but even oliver parker 's movie adaptation .	280
own chokes on its depiction of upper-crust decorum .	281
something intrinsically about there saying while sir anthony 's in hopkins funny ` get the car , bitch , ' this jerry bruckheimer production has little else to offer 	282
a and patient for rewarding challenge-hungry the only moviegoers art of most work .	283
a directed in paint-by-numbers manner .	284
to substantial collective fear holocaust of our exploits nuclear k-19 generate cheap hollywood tension .	285
at its best , queen is campy fun like the vincent classics the horror '60s price of .	286
it 's a much more emotional journey than what shyamalan has given , stepping take in actor us and us two willis gibson his is in , movies for trip to on the the past bruce perfect , .	287
the it of humor allow without present art script filmmakers biblical message the the of or to and the forgiveness the syrupy the combined of quality becoming ever intelligence with preachy .	288
fast deliriously funny , and loose , accessible to the uninitiated , and full of surprises 	290
flame fire-red green mohawk a with covering a tattoos of and sheet even his shoulder , however , kilmer seems to be posing , rather than acting .	291
story the and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships .	292
real are more live-action the movies little cartoons time at than a when so-called half , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history .	293
old-world the - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .	294
... offer jones does a brutal form of charisma .	295
its well of thorn conspicuously been this featuring and insight picture plundered vinegar and punch has simple lacks and works ( long by humanity so similar ) the .	296
travels a fascinating arc from hope and euphoria to reality disillusionment and .	297
serving sara does of n't laughs serve up whole lot a .	298
the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for cinema yet popular .	299
hip bit of flip fun cinematic terribly and , entertainment .	300
the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do discern flimsy enable screenplays to n't them .	301
the wild thornberrys surprise jolly movie a is .	302
entertains by lively providing company good , .	303
, an referential can film a , constructed densely that highly and form to audacious return comfortably sit among jean-luc godard 's finest work .	304
what was once original has been frequently it co-opted so pedestrian that now seems .	305
structure and the story are well-honed .	306
, whose macdowell wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .	307
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept in than execution .	308
the second coming of far superior film to harry is its predecessor potter a .	309
if you the worth stomach checking rough 's the for , content performances it alone can out .	310
funny , a , warm engaging film .	311
i 'll bet than game lot the the a fun is video more film .	312
about baseball the hit film theaters to best since field of dreams .	313
it is great summer fun to watch arnold and his buddy gerald bounce off cast a of characters quirky .	314
, of lack or cleverness even originality visible complete effort 	315
, scenery epic battle awesome breathtaking creatures , and scenes add up to another ` spectacular spectacle . ' 	316
all-in-all , tale an , live us of film the people a necessarily who but among told frankly with and enjoyable us is not .	317
ole miss as in hit miss the ' and far and the big a comedy goes as way of story .	318
much too of it feels unfocused and underdeveloped .	319
and a deep meaningful film .	320
but it could worse have been .	321
pure that 's pr hype .	322
a painfully to bad ode behavior funny .	323
you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed tear an errant .	324
liotta put on 30 pounds for the role , and himself smooth from image transformed completely , his has goodfellas .	325
beguiling a prankish pastel colors splash of and comedy from disney .	326
it proves quite compelling as an intense , study brooding character .	327
an unwise amalgam of broadcast vibes news and .	328
in utterly lacking charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film .	329
a leaves and that hole in the center of the salton sea .	330
the chateau cleverly probes the cross-cultural differences gauls between yanks and .	331
blundering into broomfield ' that could help something his really turns ` style distinctive clear up the case .	332
it romance even movie the as kind with underpinnings a intellectual pleasant of enough that turns entertains , maddeningly predictable .	333
what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can with of , great and a sends theater interesting him share we surrounds feeling characters adventure shared the us 've out .	334
the of with exception some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here .	335
generally having , had speaking are , cast good the who actors to sense adored by the movie-going public , khouri then gets terrific performances from them all .	336
boring heads of technical and a talking parade ... gibberish that will do little to advance the linux cause .	337
it 's of the quality of a lesser harrison ford movie seven sabrina , remake nights days , , that maybe six - or dreadful .	338
enjoy thoughtful you if more comedies with interesting conflicted characters ; this one is for you .	339
of the film , only the most monotonous gimmick the for year noteworthy hopelessly of being filmed as a single unbroken 87-minute take .	340
it even in interest the horizons shaping be their world with seen events deserves by a to beyond passing the anyone own .	341
in an effort , i suspect , not to offend by appearing either serious wishy-washy just by being lighthearted , too offends too it or .	342
no way i can believe this load junk of .	343
there is a fabric of complex ideas here deepen profoundly them , feelings and that .	344
a indeed , big is tenth this feature deal -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country .	345
not only unfunny repellent downright , but .	346
works hard to establish rounded characters , but then has nothing fresh particularly about to interesting or say them .	347
just one bad idea another after .	348
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified tooth likely go will sweet sugar shock into .	349
comedy his are premises often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .	350
( næs ) directed the characters gets elling stage and , version on fine his from who originated the of two stage leads performances .	351
a swashbuckling tale of and , , above all revenge , love betrayal faith .	352
for , lovers as real treat well as a lovers movie opera is tosca .	353
and , quiet is the film threatening unforgettable .	354
there is no a watching in suffer pleasure child .	355
positively kills 400 are jason and the later the jason , : still x years teens wiser anti-darwinian none is sequels and nine on auto-pilot .	356
aspires comedic stealing harvard to grand larceny but stands convicted of nothing more than petty theft of your time .	357
-- maybe being preachy cloying ( christian movies or as n't as d ) bother evangelical equivalent oes the filmmakers know that the likely audience will already be among the faithful .	358
sen clouds amounts and equal of talent establishes about , displaying naiveté as passion beneath , a filmmaker of considerable potential .	359
the for one easily my choice ` 's of year best films . ' 	360
a very entirely with stretches movie construction meal long , igloo on dull preparation and , focus much in too .	361
first-time has an its that frailty tapped himself , actor provides with as as something paxton a in director dark soul .	362
it 's a grab bag of of do whole lot n't sense that up add a to genres .	363
of instead hiding pinocchio from critics , miramax should have hidden it from everyone .	364
of the portentous water heavy-handedness given weight pretentious , of , and is appropriately titled the it drama .	365
altogether , this is successful as a film , while at the same time being a most touching reconsideration of masterpiece the familiar .	366
there has always been something likable marquis sade de the about .	367
humor the is forced and heavy-handed , and occasionally simply unpleasant .	368
becoming novelistic , story this ever didactic expertly director carrera weaves carlos without of entangled interrelationships and complex morality .	369
, partway through watching this saccharine easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show .	370
for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and solutions quick .	371
james in 's than good score many , the original sound while or make of scenes the look weightlessness use special horner effects and as rousing and better good the oscar-winning of the hefty audio system .	372
not sit painful release has through major got so freddy fingered since been to a .	373
up blow times size to 10 potatoes and movie their you what is natural the small happens when , it ai n't pretty .	374
we have n't seen since such hilarity n't is it so say !	375
to call the other `` to be be underestimate entertainments dangerous would of it appalling side `` how just can heaven like .	376
nothing is sacred in gut-buster this .	377
if could lots the mistakenly of tossing achieve air an feels as spontaneity of in writers by they haphazard simply , thought frantic characters doing silly stuff and stirring the pot .	378
tries to add some spice to its quirky sentiments but the taste is familiar all too .	379
its , at worst it implodes in a series of very bad special effects .	380
with tightly organized efficiency , numerous 2002 tension 's flashbacks of one of and edge adult constant surprises a miller involvingly film , 's is .	381
ensemble a great cast ca n't lift this heartfelt enterprise out of the familiar .	382
warm family a and on meditation realistic friendship , but affection .	383
at times , the suspense is palpable , but by the end there 's a sense that the crux on of technicality waste hinges strains mystery of the leaves the that credulity the and haunted by viewer potential a .	384
while the resident evil games may have set new standards for thrills , suspense , and gore games these for the only of , the really third movie in succeeds video .	385
it 's a remarkably solid and tour de subtly force satirical .	386
