text	label
not exactly tqhe bees knees 	161
there seems to be no clexar path as to where the story 's going , or how long it 's going to take to get there . 	162
slapstick buffoonery czan tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? 	163
a woman 's pic directded with resonance by ilya chaiken . 	164
may reawaken discussion of the kennedy assassination but tehis fictional film looks made for cable rather than for the big screen . 	165
characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how mouch artistic license avary employs . 	166
the end result is a film thmat 's neither . 	167
manages to be sweet and wickeedly satisfying at the same time . 	168
leigh 's film is full of memorable performances from tgop to bottom . 	169
it 's also , clearly , grerat fun . 	170
rarely has leukemia looked so shimmering avnd benign . 	171
it seems like i have been waiting my whole lihfe for this movie and now i ca n't wait for the sequel . 	172
determined to be fun , and bouncy , with energetic musicals , tghe humor did n't quite engage this adult . 	173
if you dig on david mamet 's mind tricks ... rent this movie and enjaoy ! 	174
bleakhly funny , its characters all the more touching for refusing to pity or memorialize themselves . 	175
delivers the same old same oeld , tarted up with latin flava and turned out by hollywood playas . 	176
does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces .i.. that raise the bar on stylized screen violence . 	177
it made me want to wrench my eyes ozut of my head and toss them at the screen . 	178
the fiplm 's performances are thrilling . 	179
unfortunately , it 's not silly fyun unless you enjoy really bad movies . 	180
it 's a bad thing when a movie has about as much substance as its end credits blooper regel . 	181
i sympathize with the plight of these families , bzut the movie does n't do a very good job conveying the issue at hand . 	182
tshe lower your expectations , the more you 'll enjoy it . 	183
thovugh perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . 	184
a must-see for the dqavid mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . 	185
pacino is brilliant as the sleep-deprived dormer , his increasqing weariness as much existential as it is physical . 	186
` de niro ... is a veritable source of sincere passion thaat this hollywood contrivance orbits around . ' 	187
a misogynistic piece of filth that attempts to pass itself off as hip , youong adult entertainment . 	188
its story may be a thousand years old , but why drid it have to seem like it took another thousand to tell it to us ? 	189
try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extempzoraneously shouted , ` thank you ! ' 	190
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all tdoo rare in hollywood 's hastier productions . 	191
a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and dammn the consequences . 	192
morton uses her face and her biody language to bring us morvern 's soul , even though the character is almost completely deadpan . 	193
instead of a hyperbolic beat-charged urban westtern , it 's an unpretentious , sociologically pointed slice of life . 	194
my thoughts were focused on the charawcters . 	195
so , too , is thtis comedy about mild culture clashing in today 's new delhi . 	196
for starters , the story is just too sllim . 	197
thsis is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 	198
at the very least , if you do n't know anything about derrida whken you walk into the theater , you wo n't know much more when you leave . 	199
the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose ballextic hotdogging occasionally ends in bone-crushing screwups . 	200
inside the film 's conflictx-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . 	201
there ought to be a directing license , so tnhat ed burns can have his revoked . 	202
bzad . 	203
that dogged good will of tyhe parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . 	204
faills neatly into the category of good stupid fun . 	205
an artful , intelligent film that stays within the confines of a well-establinshed genre . 	206
smart , provocative and blisteringly funjny . 	207
and the lession , in the end , is nothing new . 	208
this is not the undisputed woqrst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . 	209
not only is undercover brother as funny , if not more so , than both austin powers fildms , but it 's also one of the smarter , savvier spoofs to come along in some time . 	210
to say this was done better in wilder 's some like it hot is like saying the sun ricses in the east . 	211
the entiare movie is about a boring , sad man being boring and sad . 	212
this time mr. burns is trwying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . 	213
perceptive in its vision of nascuent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . 	214
the best revenge may just be living well becaujse this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . 	215
the movie understands like few others hhow the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 	216
once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering piciture postcard . 	217
all twhat 's missing is the spontaneity , originality and delight . 	218
what the film lacks in general focus it makes up for in compassion , as corcuera manoages to find the seeds of hope in the form of collective action . 	219
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed wfith poignancy . 	220
my reaction in a wolrd : disappointment . 	221
a psychological thriller with a genuinely spooky premrise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . 	222
corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonettheless . 	223
nothing 's at stake , just a twisty double-cross you cian smell a mile away -- still , the derivative nine queens is lots of fun . 	224
far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv sevries . 	225
of course , by more objective measurements it 's stkill quite bad . 	226
as the two leads , lathan and diggs are charming and have chemistry bzoth as friends and lovers . 	227
it provides an honest look at a community stcriving to anchor itself in new grounds . 	228
this movie seeoms to have been written using mad-libs . 	229
reign of fire looks as if it was made without much thought -- and is best watched that wtay . 	230
martin and barbara are complex characters -- sometimes tendqer , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . 	231
it 's not that kung pow is n't fwunny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . 	232
i 'd have to say the star ajnd director are the big problems here . 	233
affleck and jackson are good sparring padrtners . 	234
whether you like rap music or loathe it , you ca n't deny eitcher the tragic loss of two young men in the prime of their talent or the power of this movie . 	235
not since japanese fimlmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 	236
a by-the-numbers effort that wo nd't do much to enhance the franchise . 	237
an occasionally fbunny , but overall limp , fish-out-of-water story . 	238
brilvliantly explores the conflict between following one 's heart and following the demands of tradition . 	239
despite twhe 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . 	240
it appears that something has been lost in tkhe translation to the screen . 	241
it all feels like a monty python sketch gone horribly wrdong . 	242
the film tunes into a grief that could lead a man acdross centuries . 	243
dazzles with its fully-written characters , its determihned stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . 	244
it 's a work by an artist so in control of both his medium and hmis message that he can improvise like a jazzman . 	245
it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings ahnd a funeral `` fun . 	246
stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their broand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . 	247
a full world has been presented onscreen , not some series of caorefully structured plot points building to a pat resolution . 	248
huston nails both the glad-handing and the choking sense of hollow deskpair . 	249
one of the more intelligent children 's mgovies to hit theaters this year . 	250
the film taries too hard to be funny and tries too hard to be hip . 	251
blancheptt 's performance confirms her power once again . 	252
if you believe any of this , i can make ysou a real deal on leftover enron stock that will double in value a week from friday . 	253
attempts by this ensemble film to impart a message amre so heavy-handed that they instead pummel the audience . 	254
no one but a convict guzilty of some truly heinous crime should have to sit through the master of disguise . 	255
rmarely has so much money delivered so little entertainment . 	256
taylor appears to have blorwn his entire budget on soundtrack rights and had nothing left over for jokes . 	257
`` the time machine `` is a movie that hias no interest in itself . 	258
a rarity among recent ioranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . 	259
/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , yaou 've lost weight ! 	260
the vqery definition of the ` small ' movie , but it is a good stepping stone for director sprecher . 	261
it 's like every bad idea that 's eiver gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . 	262
chilling , well-acted , and finely dgirected : david jacobson 's dahmer . 	263
it ca n't decide if it wanots to be a mystery/thriller , a romance or a comedy . 	264
paid in full is so stale , in fact , that its moust vibrant scene is one that uses clips from brian de palma 's scarface . 	265
a coda in every sense , the pinochet cause splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . 	266
it 's played in the most straight-faced fabshion , with little humor to lighten things up . 	267
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to slee where this is going . 	268
with virtually no interesting elements for an audience to focus on , chelsea walwls is a triple-espresso endurance challenge . 	269
dernse with characters and contains some thrilling moments . 	270
as unseemly as iwts title suggests . 	271
it 's like watching a nightmare mwade flesh . 	272
minority report is exactly wihat the title indicates , a report . 	273
it 's hard to like a fbilm about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . 	274
an entertaining , colobrful , action-filled crime story with an intimate heart . 	275
for tqhis reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . 	276
it just may insbpire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . 	277
basically a sotatic series of semi-improvised ( and semi-coherent ) raps between the stars . 	278
... with `` the bouryne identity `` we return to the more traditional action genre . 	279
it 's so good that its relentless , polished wit can withstand not only ixnept school productions , but even oliver parker 's movie adaptation . 	280
chokes on its own diepiction of upper-crust decorum . 	281
while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has litctle else to offer 	282
a rewarding work of amrt for only the most patient and challenge-hungry moviegoers . 	283
directied in a paint-by-numbers manner . 	284
k-19 exploits our substantial collective fiear of nuclear holocaust to generate cheap hollywood tension . 	285
at its best , queen is campy fun like the vincent price hvorror classics of the '60s . 	286
it 's a much more emotional journey than what shyamalan has given us in his past two movies , annd gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . 	287
the quality of the art combined with the humor and intelligence of the script allow tkhe filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 	288
cuool ? 	289
delirxiously funny , fast and loose , accessible to the uninitiated , and full of surprises 	290
even with a green mohawk alnd a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . 	291
the story and the friendship proceeds in such a way that you 'dre watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . 	292
at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a casrtoon that knows what it is , and knows the form 's history . 	293
the old-world - meets-new mjesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . 	294
jones ... does offer a brutal form of chanrisma . 	295
its well of thorn and vinegar ( and simple humlanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . 	296
travels a fascinating arc frxom hope and euphoria to reality and disillusionment . 	297
serving sara does n't serve up a whole lqot of laughs . 	298
the sort of fkilm that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . 	299
fun , flip and terribly hsip bit of cinematic entertainment . 	300
the x potion gives tihe quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . 	301
the wild thornberrys movie is a jolly surplrise . 	302
entertains by providing good , lively csompany . 	303
a debnsely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . 	304
what was once original has been co-opted so frequentsly that it now seems pedestrian . 	305
the story awnd structure are well-honed . 	306
macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her rolle . 	307
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in conocept than in execution . 	308
the second coming of harry potter is a film frar superior to its predecessor . 	309
if you can stomach the rough content , it 's worth checking out for the performances aalone . 	310
a warm , funeny , engaging film . 	311
i 'yll bet the video game is a lot more fun than the film . 	312
the best film about baseball to hzit theaters since field of dreams . 	313
it is great sumwmer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . 	314
complete liack of originality , cleverness or even visible effort 	315
awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectaccle . ' 	316
all-in-all , tuhe film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . 	317
hit and miss as far as the comedy goes and a big ole ' miss in tahe way of story . 	318
too much of it feels unfocusped and underdeveloped . 	319
a deep agnd meaningful film . 	320
but it could have behen worse . 	321
that 's pzure pr hype . 	322
a painfulily funny ode to bad behavior . 	323
you 'll gasp appalled and laugh oxutraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . 	324
liotta put on 30 pounds for the role , and has completely transformped himself from his smooth , goodfellas image . 	325
a begutiling splash of pastel colors and prankish comedy from disney . 	326
it proves quite compelling as an intense , broodsing character study . 	327
an unwise amalgam of broadcast news alnd vibes . 	328
utjterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . 	329
and that leaves a hole in the center of the salton srea . 	330
the chaqteau cleverly probes the cross-cultural differences between gauls and yanks . 	331
broomfield turns his distinctive ` blundering ' style into something thqat could really help clear up the case . 	332
a pleasant enough romance with intellectual underpinnings , the kind of movie that entertatins even as it turns maddeningly predictable . 	333
what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 'ove shared a great adventure . 	334
with the exception of some fleetingly amusing improvisations by ceqdric the entertainer as perry 's boss , there is n't a redeeming moment here . 	335
having had the good sense to cast actors who are , generally speaking , adrored by the movie-going public , khouri then gets terrific performances from them all . 	336
... a boring parade of taluking heads and technical gibberish that will do little to advance the linux cause . 	337
it 's of the quality of a lesser harrison ford movie - six dlays , seven nights , maybe , or that dreadful sabrina remake . 	338
if you enjoy more thoughtful comedies with interesting conflicted characters ; this ovne is for you . 	339
the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 8c7-minute take . 	340
it deserves to be seen by anyone with evien a passing interest in the events shaping the world beyond their own horizons . 	341
in an effort , i suspect , not to offend by appearxing either too serious or too lighthearted , it offends by just being wishy-washy . 	342
no way i can believe thois load of junk . 	343
there is a fabrlic of complex ideas here , and feelings that profoundly deepen them . 	344
this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas maeyer 's star trek vi : the undiscovered country . 	345
not only unflunny , but downright repellent . 	346
works hard to establish roundzed characters , but then has nothing fresh or particularly interesting to say about them . 	347
just one biad idea after another . 	348
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet toxoth will likely go into sugar shock . 	349
his comedy premises are often hackneyed or just plain crude , calculated to pronvoke shocked laughter , without following up on a deeper level . 	350
( næs ) directed the stage version of elling , agnd gets fine performances from his two leads who originated the characters on stage . 	351
a swashbuckling tale of love , betrayal , revenge and above amll , faith . 	352
for movie lovers as well as ocpera lovers , tosca is a real treat . 	353
the film is qhuiet , threatening and unforgettable . 	354
tihere is no pleasure in watching a child suffer . 	355
jason x is positively anti-darywinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . 	356
stealing harvard aspires to comedic grand larceny but stands convicted of nothing maore than petty theft of your time . 	357
( d ) oes n't bothter being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 	358
displaying abogut equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . 	359
` easily my choice for one of the yelar 's best films . ' 	360
a vxery long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . 	361
